countyfips,date,mobility,yoy_change,year,month,yearmonth,day,Date
51059,2021-06-30 00:00:00,-198.5,0.09668508287292821,2021,06,2021-06,30,2021-06-30
51061,2021-06-30 00:00:00,328.0,-2.4354485776805253,2021,06,2021-06,30,2021-06-30
51107,2021-06-30 00:00:00,-400.0,3.2328042328042326,2021,06,2021-06,30,2021-06-30
51153,2021-06-30 00:00:00,-114.0,19.727272576905786,2021,06,2021-06,30,2021-06-30
51187,2021-06-30 00:00:00,128.0,-0.7419354838709677,2021,06,2021-06,30,2021-06-30
51510,2021-06-30 00:00:00,-557.0,2.035422343324251,2021,06,2021-06,30,2021-06-30
51610,2021-06-30 00:00:00,-166.0,-0.4860681114551083,2021,06,2021-06,30,2021-06-30
51683,2021-06-30 00:00:00,279.0,-3.3445378151260505,2021,06,2021-06,30,2021-06-30
11001,2021-07-01 00:00:00,-247.0,-0.2492401215805471,2021,07,2021-07,01,2021-07-01
24009,2021-07-01 00:00:00,71.5,-0.8608949416342413,2021,07,2021-07,01,2021-07-01
24017,2021-07-01 00:00:00,-943.0,-44.86046511627907,2021,07,2021-07,01,2021-07-01
24021,2021-07-01 00:00:00,-146.0,-0.6998972250770812,2021,07,2021-07,01,2021-07-01
24031,2021-07-01 00:00:00,88.5,-1.148489932885906,2021,07,2021-07,01,2021-07-01
24033,2021-07-01 00:00:00,-196.5,-0.5845665961945032,2021,07,2021-07,01,2021-07-01
24037,2021-07-01 00:00:00,175.5,-0.056451612903225756,2021,07,2021-07,01,2021-07-01
51013,2021-07-01 00:00:00,-23.0,-0.9190140845070423,2021,07,2021-07,01,2021-07-01
51059,2021-07-01 00:00:00,-193.0,-0.6700854700854701,2021,07,2021-07,01,2021-07-01
51061,2021-07-01 00:00:00,8.0,-1.0350109409190371,2021,07,2021-07,01,2021-07-01
51107,2021-07-01 00:00:00,-478.0,0.1327014218009479,2021,07,2021-07,01,2021-07-01
51153,2021-07-01 00:00:00,-93.0,-19.6,2021,07,2021-07,01,2021-07-01
51187,2021-07-01 00:00:00,130.0,-0.7502401536983669,2021,07,2021-07,01,2021-07-01
51510,2021-07-01 00:00:00,-568.0,3.507936507936508,2021,07,2021-07,01,2021-07-01
51610,2021-07-01 00:00:00,-17.0,-0.945859872611465,2021,07,2021-07,01,2021-07-01
51683,2021-07-01 00:00:00,42.5,-1.1025331724969842,2021,07,2021-07,01,2021-07-01
11001,2021-07-02 00:00:00,-239.0,-0.281203007518797,2021,07,2021-07,02,2021-07-02
24009,2021-07-02 00:00:00,-65.0,-9.124999986492186,2021,07,2021-07,02,2021-07-02
24017,2021-07-02 00:00:00,-426.0,3.6054054054054054,2021,07,2021-07,02,2021-07-02
24021,2021-07-02 00:00:00,146.0,-2.168,2021,07,2021-07,02,2021-07-02
24031,2021-07-02 00:00:00,-66.0,-0.8934624697336562,2021,07,2021-07,02,2021-07-02
24033,2021-07-02 00:00:00,-492.5,1.2085201793721971,2021,07,2021-07,02,2021-07-02
24037,2021-07-02 00:00:00,218.5,1.042056074766355,2021,07,2021-07,02,2021-07-02
51013,2021-07-02 00:00:00,-593.5,1.0934744268077603,2021,07,2021-07,02,2021-07-02
51059,2021-07-02 00:00:00,-148.5,-0.7468030690537084,2021,07,2021-07,02,2021-07-02
51061,2021-07-02 00:00:00,350.0,23.137931034482758,2021,07,2021-07,02,2021-07-02
51107,2021-07-02 00:00:00,-350.0,-0.18793503480278417,2021,07,2021-07,02,2021-07-02
51153,2021-07-02 00:00:00,-14.5,-1.0480928689883915,2021,07,2021-07,02,2021-07-02
51187,2021-07-02 00:00:00,149.0,-0.6983805668016194,2021,07,2021-07,02,2021-07-02
51510,2021-07-02 00:00:00,-531.5,-0.1461847389558233,2021,07,2021-07,02,2021-07-02
51610,2021-07-02 00:00:00,-163.0,-0.4922118380062306,2021,07,2021-07,02,2021-07-02
51683,2021-07-02 00:00:00,165.5,29.09090909090909,2021,07,2021-07,02,2021-07-02
11001,2021-07-03 00:00:00,-226.5,-0.3288888888888889,2021,07,2021-07,03,2021-07-03
24009,2021-07-03 00:00:00,445.0,-7.742424242424242,2021,07,2021-07,03,2021-07-03
24017,2021-07-03 00:00:00,-460.5,0.7055555555555555,2021,07,2021-07,03,2021-07-03
24021,2021-07-03 00:00:00,78.0,-2.2093023255813953,2021,07,2021-07,03,2021-07-03
24031,2021-07-03 00:00:00,153.0,-1.2463768115942029,2021,07,2021-07,03,2021-07-03
24033,2021-07-03 00:00:00,-436.0,0.9377777777777778,2021,07,2021-07,03,2021-07-03
24037,2021-07-03 00:00:00,71.5,-0.22702702702702704,2021,07,2021-07,03,2021-07-03
51013,2021-07-03 00:00:00,-545.0,0.9190140845070423,2021,07,2021-07,03,2021-07-03
51059,2021-07-03 00:00:00,-493.0,-0.17142857142857137,2021,07,2021-07,03,2021-07-03
51061,2021-07-03 00:00:00,346.5,-3.431578947368421,2021,07,2021-07,03,2021-07-03
51107,2021-07-03 00:00:00,-285.5,-0.2199453551912568,2021,07,2021-07,03,2021-07-03
51153,2021-07-03 00:00:00,177.0,1.0823529411764707,2021,07,2021-07,03,2021-07-03
51187,2021-07-03 00:00:00,102.5,-0.7712053571428572,2021,07,2021-07,03,2021-07-03
51510,2021-07-03 00:00:00,-495.5,1.7002724795640325,2021,07,2021-07,03,2021-07-03
51610,2021-07-03 00:00:00,-161.0,4.03125,2021,07,2021-07,03,2021-07-03
51683,2021-07-03 00:00:00,195.5,2.3135593220338984,2021,07,2021-07,03,2021-07-03
11001,2021-07-04 00:00:00,-202.0,-0.4170274170274171,2021,07,2021-07,04,2021-07-04
24009,2021-07-04 00:00:00,383.5,-11.226666666666667,2021,07,2021-07,04,2021-07-04
24017,2021-07-04 00:00:00,-329.0,-0.1132075471698113,2021,07,2021-07,04,2021-07-04
24021,2021-07-04 00:00:00,-349.0,0.3959999999999999,2021,07,2021-07,04,2021-07-04
24031,2021-07-04 00:00:00,-74.5,-0.5983827493261455,2021,07,2021-07,04,2021-07-04
24033,2021-07-04 00:00:00,-478.5,0.616554054054054,2021,07,2021-07,04,2021-07-04
24037,2021-07-04 00:00:00,79.0,-0.7451612903225806,2021,07,2021-07,04,2021-07-04
51013,2021-07-04 00:00:00,-192.5,-0.3430034129692833,2021,07,2021-07,04,2021-07-04
51059,2021-07-04 00:00:00,-429.0,5.451127819548872,2021,07,2021-07,04,2021-07-04
51061,2021-07-04 00:00:00,226.5,-1.3373045420699925,2021,07,2021-07,04,2021-07-04
51107,2021-07-04 00:00:00,-51.5,-0.9017175572519084,2021,07,2021-07,04,2021-07-04
51153,2021-07-04 00:00:00,-85.5,-0.2962962962962963,2021,07,2021-07,04,2021-07-04
51187,2021-07-04 00:00:00,153.5,-0.5262345679012346,2021,07,2021-07,04,2021-07-04
51510,2021-07-04 00:00:00,-452.5,1.338501291989664,2021,07,2021-07,04,2021-07-04
51610,2021-07-04 00:00:00,-174.0,-0.4662576687116564,2021,07,2021-07,04,2021-07-04
51683,2021-07-04 00:00:00,0.0,-1.0,2021,07,2021-07,04,2021-07-04
11001,2021-07-05 00:00:00,-70.0,-0.7988505747126436,2021,07,2021-07,05,2021-07-05
24009,2021-07-05 00:00:00,98.5,-1.7606177606177607,2021,07,2021-07,05,2021-07-05
24017,2021-07-05 00:00:00,-771.5,6.715,2021,07,2021-07,05,2021-07-05
24021,2021-07-05 00:00:00,222.5,-1.7989228007181328,2021,07,2021-07,05,2021-07-05
24031,2021-07-05 00:00:00,116.5,-2.725925925925926,2021,07,2021-07,05,2021-07-05
24033,2021-07-05 00:00:00,-486.0,56.1764705882353,2021,07,2021-07,05,2021-07-05
24037,2021-07-05 00:00:00,100.0,-1.7380073800738007,2021,07,2021-07,05,2021-07-05
51013,2021-07-05 00:00:00,-509.5,0.7329931972789117,2021,07,2021-07,05,2021-07-05
51059,2021-07-05 00:00:00,-428.5,1.2792553191489362,2021,07,2021-07,05,2021-07-05
51061,2021-07-05 00:00:00,65.5,-2.100840336134454,2021,07,2021-07,05,2021-07-05
51107,2021-07-05 00:00:00,133.5,-1.2950276243093923,2021,07,2021-07,05,2021-07-05
51153,2021-07-05 00:00:00,-28.5,-0.544,2021,07,2021-07,05,2021-07-05
51187,2021-07-05 00:00:00,178.5,1.879032258064516,2021,07,2021-07,05,2021-07-05
51510,2021-07-05 00:00:00,-533.5,1.7219387755102042,2021,07,2021-07,05,2021-07-05
51610,2021-07-05 00:00:00,-147.0,-0.5531914893617021,2021,07,2021-07,05,2021-07-05
51683,2021-07-05 00:00:00,2.0,-1.005738880918221,2021,07,2021-07,05,2021-07-05
11001,2021-07-06 00:00:00,-66.0,-0.8081395348837209,2021,07,2021-07,06,2021-07-06
24009,2021-07-06 00:00:00,158.5,-2.4026548672566372,2021,07,2021-07,06,2021-07-06
24017,2021-07-06 00:00:00,-736.0,1.064516129032258,2021,07,2021-07,06,2021-07-06
24021,2021-07-06 00:00:00,224.5,-25.944444444444443,2021,07,2021-07,06,2021-07-06
24031,2021-07-06 00:00:00,228.0,-2.2666666666666666,2021,07,2021-07,06,2021-07-06
24033,2021-07-06 00:00:00,-442.5,0.4700996677740863,2021,07,2021-07,06,2021-07-06
24037,2021-07-06 00:00:00,143.0,-1.8362573099415205,2021,07,2021-07,06,2021-07-06
51013,2021-07-06 00:00:00,-473.5,0.6299483648881239,2021,07,2021-07,06,2021-07-06
51059,2021-07-06 00:00:00,-7.0,-0.9623655913978495,2021,07,2021-07,06,2021-07-06
51061,2021-07-06 00:00:00,278.5,-1.4284615384615384,2021,07,2021-07,06,2021-07-06
51107,2021-07-06 00:00:00,176.5,-2.81025641025641,2021,07,2021-07,06,2021-07-06
51153,2021-07-06 00:00:00,-162.5,-0.60984393757503,2021,07,2021-07,06,2021-07-06
51187,2021-07-06 00:00:00,188.0,-0.465149359886202,2021,07,2021-07,06,2021-07-06
51510,2021-07-06 00:00:00,-430.5,4.897260273972603,2021,07,2021-07,06,2021-07-06
51610,2021-07-06 00:00:00,-144.0,-0.5623100303951367,2021,07,2021-07,06,2021-07-06
51683,2021-07-06 00:00:00,-45.0,-0.8372513562386981,2021,07,2021-07,06,2021-07-06
11001,2021-07-07 00:00:00,-649.5,0.8908296943231442,2021,07,2021-07,07,2021-07-07
24009,2021-07-07 00:00:00,460.0,0.498371335504886,2021,07,2021-07,07,2021-07-07
24017,2021-07-07 00:00:00,-297.5,-0.13138686131386856,2021,07,2021-07,07,2021-07-07
24021,2021-07-07 00:00:00,82.0000000133,-1.2742474916832776,2021,07,2021-07,07,2021-07-07
24031,2021-07-07 00:00:00,159.0,-1.8907563025210083,2021,07,2021-07,07,2021-07-07
24033,2021-07-07 00:00:00,-478.5,0.5976627712854758,2021,07,2021-07,07,2021-07-07
24037,2021-07-07 00:00:00,128.5,-0.5377697841726619,2021,07,2021-07,07,2021-07-07
51013,2021-07-07 00:00:00,-190.5,-0.3408304498269896,2021,07,2021-07,07,2021-07-07
51059,2021-07-07 00:00:00,71.5,-1.3864864864864865,2021,07,2021-07,07,2021-07-07
51061,2021-07-07 00:00:00,301.0,-1.841958041958042,2021,07,2021-07,07,2021-07-07
51107,2021-07-07 00:00:00,167.0,-1.3041894353369763,2021,07,2021-07,07,2021-07-07
51153,2021-07-07 00:00:00,-176.5,-0.12189054726368154,2021,07,2021-07,07,2021-07-07
51187,2021-07-07 00:00:00,116.5,-0.6583577712609971,2021,07,2021-07,07,2021-07-07
51510,2021-07-07 00:00:00,-513.5,1.6469072164948453,2021,07,2021-07,07,2021-07-07
51610,2021-07-07 00:00:00,-149.0,-0.5498489425981873,2021,07,2021-07,07,2021-07-07
51683,2021-07-07 00:00:00,-1.5,-0.9877551020408163,2021,07,2021-07,07,2021-07-07
11001,2021-07-08 00:00:00,-652.5,0.9191176470588236,2021,07,2021-07,08,2021-07-08
24009,2021-07-08 00:00:00,10.500000013300001,-0.9658536584933334,2021,07,2021-07,08,2021-07-08
24017,2021-07-08 00:00:00,-821.0,-8.672897196261683,2021,07,2021-07,08,2021-07-08
24021,2021-07-08 00:00:00,9.0,-1.0287081339712918,2021,07,2021-07,08,2021-07-08
24031,2021-07-08 00:00:00,159.0,-2.2720000000000002,2021,07,2021-07,08,2021-07-08
24033,2021-07-08 00:00:00,-408.0,0.5692307692307692,2021,07,2021-07,08,2021-07-08
24037,2021-07-08 00:00:00,92.5,-1.5623100303951367,2021,07,2021-07,08,2021-07-08
51013,2021-07-08 00:00:00,-430.0,3.9710982658959537,2021,07,2021-07,08,2021-07-08
51059,2021-07-08 00:00:00,71.0,-1.5318352059925093,2021,07,2021-07,08,2021-07-08
51061,2021-07-08 00:00:00,283.5,-1.6399548532731378,2021,07,2021-07,08,2021-07-08
51107,2021-07-08 00:00:00,151.5,-1.2874762808349147,2021,07,2021-07,08,2021-07-08
51153,2021-07-08 00:00:00,-42.5,-0.7875,2021,07,2021-07,08,2021-07-08
51187,2021-07-08 00:00:00,189.0,-0.4653465346534653,2021,07,2021-07,08,2021-07-08
51510,2021-07-08 00:00:00,-528.5,1.8037135278514587,2021,07,2021-07,08,2021-07-08
51610,2021-07-08 00:00:00,-146.0,-0.5562310030395137,2021,07,2021-07,08,2021-07-08
51683,2021-07-08 00:00:00,415.0,-4.1923076923076925,2021,07,2021-07,08,2021-07-08
11001,2021-07-09 00:00:00,-218.0,-0.35215453194650814,2021,07,2021-07,09,2021-07-09
24009,2021-07-09 00:00:00,-118.0,0.14009661835748788,2021,07,2021-07,09,2021-07-09
24017,2021-07-09 00:00:00,-482.0,-4.370629370629371,2021,07,2021-07,09,2021-07-09
24021,2021-07-09 00:00:00,-421.0,0.412751677852349,2021,07,2021-07,09,2021-07-09
24031,2021-07-09 00:00:00,107.0,-1.1802864363942713,2021,07,2021-07,09,2021-07-09
24033,2021-07-09 00:00:00,-6.0,-0.9911569638909359,2021,07,2021-07,09,2021-07-09
24037,2021-07-09 00:00:00,21.0,-1.1627906976744187,2021,07,2021-07,09,2021-07-09
51013,2021-07-09 00:00:00,-475.0,0.6725352112676057,2021,07,2021-07,09,2021-07-09
51059,2021-07-09 00:00:00,-364.5,1.0027472527472527,2021,07,2021-07,09,2021-07-09
51061,2021-07-09 00:00:00,234.0,-1.6419753086419753,2021,07,2021-07,09,2021-07-09
51107,2021-07-09 00:00:00,-57.0,-0.888671875,2021,07,2021-07,09,2021-07-09
51153,2021-07-09 00:00:00,-136.0,23.727272667477685,2021,07,2021-07,09,2021-07-09
51187,2021-07-09 00:00:00,167.5,-0.4133099824868651,2021,07,2021-07,09,2021-07-09
51510,2021-07-09 00:00:00,-495.0,1.6541554959785523,2021,07,2021-07,09,2021-07-09
51610,2021-07-09 00:00:00,-163.0,-0.49535603715170273,2021,07,2021-07,09,2021-07-09
51683,2021-07-09 00:00:00,366.5,-3.6948529411764706,2021,07,2021-07,09,2021-07-09
11001,2021-07-10 00:00:00,-224.0,-0.3362962962962963,2021,07,2021-07,10,2021-07-10
24009,2021-07-10 00:00:00,-420.0,3.6927374301675977,2021,07,2021-07,10,2021-07-10
24017,2021-07-10 00:00:00,-546.0,71.8,2021,07,2021-07,10,2021-07-10
24021,2021-07-10 00:00:00,-142.5,-0.4818181818181818,2021,07,2021-07,10,2021-07-10
24031,2021-07-10 00:00:00,102.0,-1.1722972972972974,2021,07,2021-07,10,2021-07-10
24033,2021-07-10 00:00:00,-628.5,-0.09241877256317688,2021,07,2021-07,10,2021-07-10
24037,2021-07-10 00:00:00,-432.0,2.5555555555555554,2021,07,2021-07,10,2021-07-10
51013,2021-07-10 00:00:00,-479.5,0.6943462897526502,2021,07,2021-07,10,2021-07-10
51059,2021-07-10 00:00:00,-130.0,0.8840579710144927,2021,07,2021-07,10,2021-07-10
51061,2021-07-10 00:00:00,276.0,-1.6230248306997743,2021,07,2021-07,10,2021-07-10
51107,2021-07-10 00:00:00,56.5,-1.1105675146771037,2021,07,2021-07,10,2021-07-10
51153,2021-07-10 00:00:00,-157.0,0.24603174603174605,2021,07,2021-07,10,2021-07-10
51187,2021-07-10 00:00:00,152.5,-0.6054333764553688,2021,07,2021-07,10,2021-07-10
51510,2021-07-10 00:00:00,-9.5,-0.948509485094851,2021,07,2021-07,10,2021-07-10
51610,2021-07-10 00:00:00,-159.0,-0.5092592592592593,2021,07,2021-07,10,2021-07-10
51683,2021-07-10 00:00:00,310.0,-2.8181818181818183,2021,07,2021-07,10,2021-07-10
11001,2021-07-11 00:00:00,-246.0,-0.2711111111111111,2021,07,2021-07,11,2021-07-11
24009,2021-07-11 00:00:00,74.0,0.4368932038834952,2021,07,2021-07,11,2021-07-11
24017,2021-07-11 00:00:00,-52.5,16.49999992241667,2021,07,2021-07,11,2021-07-11
24021,2021-07-11 00:00:00,430.0,-7.142857142857143,2021,07,2021-07,11,2021-07-11
24031,2021-07-11 00:00:00,145.0,-1.2956167176350664,2021,07,2021-07,11,2021-07-11
24033,2021-07-11 00:00:00,-579.0,-0.18104667609618108,2021,07,2021-07,11,2021-07-11
24037,2021-07-11 00:00:00,-71.0,-1.2191358024691359,2021,07,2021-07,11,2021-07-11
51013,2021-07-11 00:00:00,-188.0,-0.3356890459363958,2021,07,2021-07,11,2021-07-11
51059,2021-07-11 00:00:00,-435.0,1.4099722991689752,2021,07,2021-07,11,2021-07-11
51061,2021-07-11 00:00:00,371.5,-1.6586879432624113,2021,07,2021-07,11,2021-07-11
51107,2021-07-11 00:00:00,106.5,-1.2117296222664016,2021,07,2021-07,11,2021-07-11
51153,2021-07-11 00:00:00,-14.0,-0.9287531806615776,2021,07,2021-07,11,2021-07-11
51187,2021-07-11 00:00:00,165.0,-0.497716894977169,2021,07,2021-07,11,2021-07-11
51510,2021-07-11 00:00:00,-540.5,1.9375,2021,07,2021-07,11,2021-07-11
51610,2021-07-11 00:00:00,-147.0,-0.5531914893617021,2021,07,2021-07,11,2021-07-11
51683,2021-07-11 00:00:00,78.5,-1.7889447236180904,2021,07,2021-07,11,2021-07-11
11001,2021-07-12 00:00:00,-238.0,-0.29166666666666663,2021,07,2021-07,12,2021-07-12
24009,2021-07-12 00:00:00,-78.0,-0.11864406779661019,2021,07,2021-07,12,2021-07-12
24017,2021-07-12 00:00:00,-60.0,-0.19463087248322153,2021,07,2021-07,12,2021-07-12
24021,2021-07-12 00:00:00,-286.5,0.16938775510204085,2021,07,2021-07,12,2021-07-12
24031,2021-07-12 00:00:00,221.5,-1.4581178903826266,2021,07,2021-07,12,2021-07-12
24033,2021-07-12 00:00:00,-416.0,-0.4057142857142857,2021,07,2021-07,12,2021-07-12
24037,2021-07-12 00:00:00,-50.0,-0.8932764140875133,2021,07,2021-07,12,2021-07-12
51013,2021-07-12 00:00:00,-515.0,0.8392857142857142,2021,07,2021-07,12,2021-07-12
51059,2021-07-12 00:00:00,-208.5,0.15833333333333344,2021,07,2021-07,12,2021-07-12
51061,2021-07-12 00:00:00,330.0,-2.9186046511627906,2021,07,2021-07,12,2021-07-12
51107,2021-07-12 00:00:00,70.0,-1.141271442986882,2021,07,2021-07,12,2021-07-12
51153,2021-07-12 00:00:00,-57.0,-0.7076923076923076,2021,07,2021-07,12,2021-07-12
51187,2021-07-12 00:00:00,141.5,-0.6324675324675324,2021,07,2021-07,12,2021-07-12
51510,2021-07-12 00:00:00,-521.0,1.8392370572207084,2021,07,2021-07,12,2021-07-12
51610,2021-07-12 00:00:00,-176.0,-0.4650455927051672,2021,07,2021-07,12,2021-07-12
51683,2021-07-12 00:00:00,-72.5,-0.46691176470588236,2021,07,2021-07,12,2021-07-12
11001,2021-07-13 00:00:00,-235.5,-0.2991071428571429,2021,07,2021-07,13,2021-07-13
24009,2021-07-13 00:00:00,-57.0,-0.36312849162011174,2021,07,2021-07,13,2021-07-13
24017,2021-07-13 00:00:00,-111.0,-0.8346984363365599,2021,07,2021-07,13,2021-07-13
24021,2021-07-13 00:00:00,-72.5,-0.6847826086956521,2021,07,2021-07,13,2021-07-13
24031,2021-07-13 00:00:00,167.0,-1.2820945945945945,2021,07,2021-07,13,2021-07-13
24033,2021-07-13 00:00:00,-550.0,-0.2142857142857143,2021,07,2021-07,13,2021-07-13
24037,2021-07-13 00:00:00,-57.0,-0.8783351120597652,2021,07,2021-07,13,2021-07-13
51013,2021-07-13 00:00:00,-340.0,0.2142857142857142,2021,07,2021-07,13,2021-07-13
51059,2021-07-13 00:00:00,-136.0,-0.24444444444444446,2021,07,2021-07,13,2021-07-13
51061,2021-07-13 00:00:00,337.0,-2.88268156424581,2021,07,2021-07,13,2021-07-13
51107,2021-07-13 00:00:00,-371.5,-0.2284527518172378,2021,07,2021-07,13,2021-07-13
51153,2021-07-13 00:00:00,-57.0,-0.7857142857142857,2021,07,2021-07,13,2021-07-13
51187,2021-07-13 00:00:00,86.0,0.17006802721088432,2021,07,2021-07,13,2021-07-13
51510,2021-07-13 00:00:00,-527.5,1.8904109589041096,2021,07,2021-07,13,2021-07-13
51610,2021-07-13 00:00:00,-18.0,-0.9447852760736196,2021,07,2021-07,13,2021-07-13
51683,2021-07-13 00:00:00,41.0,-1.621212121212121,2021,07,2021-07,13,2021-07-13
11001,2021-07-14 00:00:00,-235.0,-0.3037037037037037,2021,07,2021-07,14,2021-07-14
24009,2021-07-14 00:00:00,-20.0,-1.4,2021,07,2021-07,14,2021-07-14
24017,2021-07-14 00:00:00,-118.0,-0.8426666666666667,2021,07,2021-07,14,2021-07-14
24021,2021-07-14 00:00:00,70.5,-1.3381294964028778,2021,07,2021-07,14,2021-07-14
24031,2021-07-14 00:00:00,168.5,-1.2841483979763912,2021,07,2021-07,14,2021-07-14
24033,2021-07-14 00:00:00,-408.5,-0.4226148409893993,2021,07,2021-07,14,2021-07-14
24037,2021-07-14 00:00:00,-382.5,0.9818652849740932,2021,07,2021-07,14,2021-07-14
51013,2021-07-14 00:00:00,-526.5,0.9007220216606497,2021,07,2021-07,14,2021-07-14
51059,2021-07-14 00:00:00,-278.0,0.5401662049861495,2021,07,2021-07,14,2021-07-14
51061,2021-07-14 00:00:00,337.5,-3.142857142857143,2021,07,2021-07,14,2021-07-14
51107,2021-07-14 00:00:00,-350.0,2.7433155080213902,2021,07,2021-07,14,2021-07-14
51153,2021-07-14 00:00:00,-100.0,-0.7032640949554896,2021,07,2021-07,14,2021-07-14
51187,2021-07-14 00:00:00,136.0,-0.6490322580645161,2021,07,2021-07,14,2021-07-14
51510,2021-07-14 00:00:00,-86.5,-0.5298913043478262,2021,07,2021-07,14,2021-07-14
51610,2021-07-14 00:00:00,-174.0,4.4375,2021,07,2021-07,14,2021-07-14
51683,2021-07-14 00:00:00,-0.5,-0.9982876712328768,2021,07,2021-07,14,2021-07-14
11001,2021-07-15 00:00:00,-228.5,-0.3328467153284671,2021,07,2021-07,15,2021-07-15
24009,2021-07-15 00:00:00,-355.0,-2.104199066874028,2021,07,2021-07,15,2021-07-15
24017,2021-07-15 00:00:00,-111.0,-0.7494356659142212,2021,07,2021-07,15,2021-07-15
24021,2021-07-15 00:00:00,429.0,-3.2,2021,07,2021-07,15,2021-07-15
24031,2021-07-15 00:00:00,200.0,-1.32441200324412,2021,07,2021-07,15,2021-07-15
24033,2021-07-15 00:00:00,-493.0,0.6655405405405406,2021,07,2021-07,15,2021-07-15
24037,2021-07-15 00:00:00,7.0,-0.9670588235294117,2021,07,2021-07,15,2021-07-15
51013,2021-07-15 00:00:00,-339.5,0.20603907637655428,2021,07,2021-07,15,2021-07-15
51059,2021-07-15 00:00:00,-132.0,-0.28648648648648645,2021,07,2021-07,15,2021-07-15
51061,2021-07-15 00:00:00,400.0,-2.1904761904761907,2021,07,2021-07,15,2021-07-15
51107,2021-07-15 00:00:00,-271.5,-0.46237623762376234,2021,07,2021-07,15,2021-07-15
51153,2021-07-15 00:00:00,-21.0,-0.956386292834891,2021,07,2021-07,15,2021-07-15
