index,zips,date,median_listing_price,active_listing_count,year,month,yearmonth,netinflow,countyfips,countyname,cityid,cityname,czname,statename,statefips,stateabbrev,county_pop2019,ZIP,USPS_ZIP_PREF_CITY,RES_RATIO_x,BUS_RATIO_x,OTH_RATIO,TOT_RATIO_x,TOT_RATIO_y,RES_RATIO_y,BUS_RATIO_y,nearest_city,distance
379908,20001,2016-07-01,699000.0,84.0,2016,07,201607,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379909,20001,2016-08-01,697000.0,63.0,2016,08,201608,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379910,20001,2016-09-01,697450.0,74.0,2016,09,201609,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379911,20001,2016-10-01,729900.0,87.0,2016,10,201610,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379912,20001,2016-11-01,725000.0,95.0,2016,11,201611,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379913,20001,2016-12-01,729900.0,85.0,2016,12,201612,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379914,20001,2017-01-01,744975.0,74.0,2017,01,201701,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379915,20001,2017-02-01,782450.0,74.0,2017,02,201702,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379916,20001,2017-03-01,794450.0,83.0,2017,03,201703,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379917,20001,2017-04-01,848000.0,90.0,2017,04,201704,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379918,20001,2017-05-01,754450.0,102.0,2017,05,201705,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379919,20001,2017-06-01,744000.0,118.0,2017,06,201706,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379920,20001,2017-07-01,749000.0,117.0,2017,07,201707,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379921,20001,2017-08-01,749000.0,96.0,2017,08,201708,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379922,20001,2017-09-01,789900.0,125.0,2017,09,201709,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379923,20001,2017-10-01,727000.0,129.0,2017,10,201710,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379924,20001,2017-11-01,739450.0,138.0,2017,11,201711,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379925,20001,2017-12-01,775000.0,102.0,2017,12,201712,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379926,20001,2018-01-01,730000.0,81.0,2018,01,201801,-61.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379927,20001,2018-02-01,779000.0,89.0,2018,02,201802,-138.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379928,20001,2018-03-01,729000.0,103.0,2018,03,201803,-163.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379929,20001,2018-04-01,717000.0,117.0,2018,04,201804,-94.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379930,20001,2018-05-01,754950.0,125.0,2018,05,201805,-131.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379931,20001,2018-06-01,749000.0,134.0,2018,06,201806,-213.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379932,20001,2018-07-01,749950.0,121.0,2018,07,201807,-240.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379933,20001,2018-08-01,755000.0,107.0,2018,08,201808,-56.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379934,20001,2018-09-01,750000.0,135.0,2018,09,201809,-100.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379935,20001,2018-10-01,749500.0,167.0,2018,10,201810,-60.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379936,20001,2018-11-01,749500.0,166.0,2018,11,201811,-108.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379937,20001,2018-12-01,774900.0,108.0,2018,12,201812,-139.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379938,20001,2019-01-01,789450.0,94.0,2019,01,201901,-32.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379939,20001,2019-02-01,799000.0,99.0,2019,02,201902,-86.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379940,20001,2019-03-01,772814.0,104.0,2019,03,201903,-138.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379941,20001,2019-04-01,752764.0,108.0,2019,04,201904,-125.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379942,20001,2019-05-01,749900.0,114.0,2019,05,201905,-162.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379943,20001,2019-06-01,749900.0,125.0,2019,06,201906,-150.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379944,20001,2019-07-01,816950.0,111.0,2019,07,201907,-244.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379945,20001,2019-08-01,792857.0,119.0,2019,08,201908,-253.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379946,20001,2019-09-01,755356.0,132.0,2019,09,201909,-258.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379947,20001,2019-10-01,784950.0,132.0,2019,10,201910,-177.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379948,20001,2019-11-01,759900.0,149.0,2019,11,201911,-109.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379949,20001,2019-12-01,799900.0,116.0,2019,12,201912,-100.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379950,20001,2020-01-01,779900.0,90.0,2020,01,202001,-134.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379951,20001,2020-02-01,749999.0,96.0,2020,02,202002,-170.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379952,20001,2020-03-01,774450.0,121.0,2020,03,202003,-282.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379953,20001,2020-04-01,784450.0,122.0,2020,04,202004,-336.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379954,20001,2020-05-01,779900.0,119.0,2020,05,202005,-318.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379955,20001,2020-06-01,791950.0,142.0,2020,06,202006,-251.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379956,20001,2020-07-01,769450.0,165.0,2020,07,202007,-502.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379957,20001,2020-08-01,749900.0,173.0,2020,08,202008,-404.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379958,20001,2020-09-01,717500.0,192.0,2020,09,202009,-382.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379959,20001,2020-10-01,695000.0,232.0,2020,10,202010,-397.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379960,20001,2020-11-01,699000.0,237.0,2020,11,202011,-275.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379961,20001,2020-12-01,712400.0,207.0,2020,12,202012,-184.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379962,20001,2021-01-01,699900.0,163.0,2021,01,202101,-123.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379963,20001,2021-02-01,692000.0,162.0,2021,02,202102,-162.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379964,20001,2021-03-01,674500.0,163.0,2021,03,202103,-194.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379965,20001,2021-04-01,697450.0,152.0,2021,04,202104,-113.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379966,20001,2021-05-01,699900.0,175.0,2021,05,202105,-206.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379967,20001,2021-06-01,739000.0,192.0,2021,06,202106,-206.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379968,20001,2021-07-01,719950.0,178.0,2021,07,202107,-142.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379969,20001,2021-08-01,727450.0,148.0,2021,08,202108,-218.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379970,20001,2021-09-01,772000.0,188.0,2021,09,202109,-212.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379971,20001,2021-10-01,749900.0,213.0,2021,10,202110,-92.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379972,20001,2021-11-01,725000.0,206.0,2021,11,202111,-210.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379973,20001,2021-12-01,714900.0,169.0,2021,12,202112,-135.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379974,20001,2022-01-01,714900.0,141.0,2022,01,202201,-88.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379975,20001,2022-02-01,684000.0,149.0,2022,02,202202,-160.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379976,20001,2022-03-01,699000.0,162.0,2022,03,202203,-132.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379977,20001,2022-04-01,725000.0,153.0,2022,04,202204,-190.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20001.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,1.925367991239173
379978,20002,2016-07-01,599900.0,129.0,2016,07,201607,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379979,20002,2016-08-01,594375.0,106.0,2016,08,201608,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379980,20002,2016-09-01,585000.0,132.0,2016,09,201609,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379981,20002,2016-10-01,580000.0,145.0,2016,10,201610,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379982,20002,2016-11-01,609550.0,153.0,2016,11,201611,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379983,20002,2016-12-01,599900.0,135.0,2016,12,201612,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379984,20002,2017-01-01,624500.0,116.0,2017,01,201701,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379985,20002,2017-02-01,594700.0,122.0,2017,02,201702,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379986,20002,2017-03-01,612450.0,122.0,2017,03,201703,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379987,20002,2017-04-01,639500.0,123.0,2017,04,201704,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379988,20002,2017-05-01,630000.0,134.0,2017,05,201705,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379989,20002,2017-06-01,642500.0,147.0,2017,06,201706,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379990,20002,2017-07-01,649900.0,137.0,2017,07,201707,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379991,20002,2017-08-01,657950.0,117.0,2017,08,201708,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379992,20002,2017-09-01,649900.0,143.0,2017,09,201709,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379993,20002,2017-10-01,628150.0,141.0,2017,10,201710,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379994,20002,2017-11-01,635000.0,160.0,2017,11,201711,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379995,20002,2017-12-01,609000.0,130.0,2017,12,201712,,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379996,20002,2018-01-01,604500.0,112.0,2018,01,201801,-140.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379997,20002,2018-02-01,643600.0,98.0,2018,02,201802,-53.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379998,20002,2018-03-01,649000.0,137.0,2018,03,201803,-108.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
379999,20002,2018-04-01,677400.0,134.0,2018,04,201804,-112.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
380000,20002,2018-05-01,699999.0,148.0,2018,05,201805,1.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
380001,20002,2018-06-01,655000.0,154.0,2018,06,201806,-99.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
380002,20002,2018-07-01,687000.0,150.0,2018,07,201807,-145.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
380003,20002,2018-08-01,679000.0,144.0,2018,08,201808,-196.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
380004,20002,2018-09-01,699000.0,154.0,2018,09,201809,-55.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
380005,20002,2018-10-01,694500.0,184.0,2018,10,201810,-102.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
380006,20002,2018-11-01,695000.0,180.0,2018,11,201811,-134.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
380007,20002,2018-12-01,675000.0,156.0,2018,12,201812,-81.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
380008,20002,2019-01-01,647300.0,118.0,2019,01,201901,-48.0,11001.0,District Of Columbia,29.0,Washington,Washington DC,District Of Columbia,11.0,DC,705749.0,20002.0,WASHINGTON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Washington DC,4.907936323432535
