countyfips,countyname,cityid,cityname,czname,statename,statefips,stateabbrev,county_pop2019,ZIP,USPS_ZIP_PREF_CITY,RES_RATIO_x,BUS_RATIO_x,OTH_RATIO,TOT_RATIO_x,TOT_RATIO_y,RES_RATIO_y,BUS_RATIO_y,nearest_city,distance
34015.0,Gloucester,,,Philadelphia,New Jersey,34.0,NJ,291636.0,8322,FRANKLINVILLE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,39.056986074809835
34015.0,Gloucester,,,Philadelphia,New Jersey,34.0,NJ,291636.0,8328,MALAGA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,42.37781589345234
34015.0,Gloucester,,,Philadelphia,New Jersey,34.0,NJ,291636.0,8343,MONROEVILLE,0.6260206859009254,0.3888888888888889,0.9,0.6207259337190952,0.6207259337190952,0.6260206859009254,0.3888888888888889,Philadelphia,34.85515788934558
34015.0,Gloucester,,,Philadelphia,New Jersey,34.0,NJ,291636.0,8344,NEWFIELD,0.7434768940584722,0.9239130434782609,0.6470588235294118,0.7522800823771697,0.7522800823771697,0.7434768940584722,0.9239130434782609,Philadelphia,45.91808897046185
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8037,HAMMONTON,0.8103306633805709,0.8419388830347735,0.8401253918495298,0.8139196801744503,0.8139196801744503,0.8103306633805709,0.8419388830347735,Philadelphia,49.158330654001695
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8201,ABSECON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,82.30260051601208
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8203,BRIGANTINE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,88.37994462536791
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8205,ABSECON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,80.40376386420085
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8215,EGG HARBOR CITY,0.9456264775413712,0.9520383693045563,0.9629629629629629,0.9462740539842438,0.9462740539842438,0.9456264775413712,0.9520383693045563,Philadelphia,65.67986300540652
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8217,ELWOOD,0.0,0.0,1.0,1.0,1.0,0.0,0.0,Philadelphia,56.76452474178617
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8221,LINWOOD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,84.6493600234199
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8225,NORTHFIELD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,84.56470552940621
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8232,PLEASANTVILLE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,83.92860219988516
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8234,EGG HARBOR TOWNSHIP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,78.11673772866854
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8240,POMONA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,74.77020114004893
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8241,PORT REPUBLIC,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,75.12866886815483
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8244,SOMERS POINT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,85.98923931156634
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8310,BUENA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,52.041953084305945
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8317,DOROTHY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,67.62855066898011
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8319,ESTELL MANOR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,71.36165737063875
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8326,LANDISVILLE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,50.25961601018657
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8330,MAYS LANDING,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,63.84871252559962
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8340,MILMAY,0.6616766467065869,0.5714285714285714,1.0,0.6608187134502924,0.6608187134502924,0.6616766467065869,0.5714285714285714,Philadelphia,62.26635940122013
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8341,MINOTOLA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,50.69351407738028
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8346,NEWTONVILLE,1.0,0.0,1.0,1.0,1.0,1.0,0.0,Philadelphia,50.84174019403266
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8350,RICHLAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,56.92558679228696
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8401,ATLANTIC CITY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,87.93717783003896
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8402,MARGATE CITY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,89.6992879961602
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8403,LONGPORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,88.37051256503797
34001.0,Atlantic,,,Philadelphia,New Jersey,34.0,NJ,263670.0,8406,VENTNOR CITY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,89.71341810400102
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8202,AVALON,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,102.15183678019424
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8204,CAPE MAY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,110.85773353675789
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8210,CAPE MAY COURT HOUSE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,96.42775735753976
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8212,CAPE MAY POINT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,114.47691342438729
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8223,MARMORA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,86.61609454315823
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8226,OCEAN CITY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,90.18378286964996
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8230,OCEAN VIEW,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,91.07340829599805
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8242,RIO GRANDE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,106.27478618357439
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8243,SEA ISLE CITY,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,97.62408272912167
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8246,SOUTH SEAVILLE,1.0,0.0,1.0,1.0,1.0,1.0,0.0,Philadelphia,92.20693785450105
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8247,STONE HARBOR,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,105.1176697802496
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8248,STRATHMERE,1.0,0.0,1.0,1.0,1.0,1.0,0.0,Philadelphia,94.6583540678302
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8251,VILLAS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,104.54360708664427
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8260,WILDWOOD,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,109.40227009076564
34009.0,Cape May,,,Philadelphia,New Jersey,34.0,NJ,92039.0,8270,WOODBINE,0.9219524281466799,0.9180327868852459,1.0,0.9219659911483811,0.9219659911483811,0.9219524281466799,0.9180327868852459,Philadelphia,82.22581813410858
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8302,BRIDGETON,0.9617460127113563,0.9875679875679876,1.0,0.9642290652518734,0.9642290652518734,0.9617460127113563,0.9875679875679876,Philadelphia,57.35393275270498
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8311,CEDARVILLE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,69.19607004651274
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8314,DELMONT,0.94,0.7142857142857143,1.0,0.9272727272727272,0.9272727272727272,0.94,0.7142857142857143,Philadelphia,83.27060550521534
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8316,DORCHESTER,0.0,0.0,1.0,1.0,1.0,0.0,0.0,Philadelphia,77.93378946006251
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8320,FAIRTON,0.0,0.0,1.0,1.0,1.0,0.0,0.0,Philadelphia,62.78212403910368
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8321,FORTESCUE,0.0,0.0,1.0,1.0,1.0,0.0,0.0,Philadelphia,80.75457971190941
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8323,GREENWICH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,63.810648011987
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8324,HEISLERVILLE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,83.05671691536031
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8327,LEESBURG,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,79.61894824036423
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8329,MAURICETOWN,1.0,0.0,1.0,1.0,1.0,1.0,0.0,Philadelphia,76.1772099303804
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8332,MILLVILLE,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,64.89381837659687
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8345,NEWPORT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,74.1884757669801
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8348,PORT ELIZABETH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,73.13089979028727
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8349,PORT NORRIS,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,75.60916521746348
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8352,ROSENHAYN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,52.8254545006143
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8353,SHILOH,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Philadelphia,55.18453480468226
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8360,VINELAND,0.9077042245129,0.9270927092709271,0.965389369592089,0.9122337740991219,0.9122337740991219,0.9077042245129,0.9270927092709271,Philadelphia,52.5299455712776
34011.0,Cumberland,,,Philadelphia,New Jersey,34.0,NJ,149527.0,8361,VINELAND,0.9994444444444445,1.0,1.0,0.9994699880747316,0.9994699880747316,0.9994444444444445,1.0,Philadelphia,58.48939069147772
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10001,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,4.642690958649505
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10002,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,2.1045499775435363
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10003,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,2.9932247860811025
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10004,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,2.447511553351142
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10005,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,0.45564718191204523
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10006,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,0.25324044449389993
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10007,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,0.468076643136085
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10009,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,3.209311789968834
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10010,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,3.980337817594202
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10011,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,3.6471985280834995
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10012,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,2.0016754991821792
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10013,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,1.2022559558016337
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10014,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,2.6824531947184345
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10016,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,4.737848482814361
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10017,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,5.668651044981061
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10018,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,5.233835083403126
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10019,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,6.494072392033098
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10020,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,5.968093579124131
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10021,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,7.870427502228169
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10022,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,6.460637968644301
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10023,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,7.679587209901846
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10024,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,10.27549041949953
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10025,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,10.500943238221948
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10026,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,11.342976754379734
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10027,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,12.245635908908296
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10028,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,8.782569926409948
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10029,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,10.651441026449527
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10030,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,13.292429003808884
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10031,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,13.769239990834308
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10032,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,15.387643326966664
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10033,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,16.86863890744611
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10034,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,18.885523961257434
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10035,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,11.663034410493628
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10036,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,5.730856800531875
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10037,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,12.972062451591718
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10038,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,0.6311135552852218
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10039,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,14.797294199178719
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10040,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,17.787318860530107
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10044,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,7.669598507286049
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10065,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,7.2401513747635535
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10069,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,7.5142558070553935
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10075,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,8.371194739654925
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10103,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,6.265341472811331
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10110,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,5.46898156362874
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10111,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,6.101911816070768
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10112,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,6.031168725554529
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10115,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,11.864200958265197
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10119,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,4.7030271714996985
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10128,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,9.408055275603427
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10152,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,6.25734178388823
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10153,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,6.7459398066212595
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10154,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,6.177893894916559
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10162,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,8.30796222132976
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10165,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,5.371991186792055
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10167,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,5.780632671127216
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10168,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,5.374907177863141
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10169,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,5.699470942984738
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10170,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,5.540132509135314
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10171,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,5.939191010152667
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10172,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,5.86007596589842
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10173,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,5.541304108742317
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10174,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,5.467345600725376
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10177,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,5.778209831338791
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10199,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,4.724390322531356
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10271,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,0.20123111218914783
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10278,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,0.7785538135014672
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10279,NEW YORK,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,0.31281771484132814
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10280,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,0.5510390831038926
36061.0,New York,2.0,New York City,New York City,New York,36.0,NY,1628706.0,10282,NEW YORK,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,0.8797968750371896
36085.0,Richmond,2.0,New York City,New York City,New York,36.0,NY,476143.0,10301,STATEN ISLAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,11.602315934953124
36085.0,Richmond,2.0,New York City,New York City,New York,36.0,NY,476143.0,10302,STATEN ISLAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,13.911176453014265
36085.0,Richmond,2.0,New York City,New York City,New York,36.0,NY,476143.0,10303,STATEN ISLAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,16.451097823447103
36085.0,Richmond,2.0,New York City,New York City,New York,36.0,NY,476143.0,10304,STATEN ISLAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,13.283981805756405
36085.0,Richmond,2.0,New York City,New York City,New York,36.0,NY,476143.0,10305,STATEN ISLAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,13.727783544487634
36085.0,Richmond,2.0,New York City,New York City,New York,36.0,NY,476143.0,10306,STATEN ISLAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,18.208659589736037
36085.0,Richmond,2.0,New York City,New York City,New York,36.0,NY,476143.0,10307,STATEN ISLAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,29.44945177997341
36085.0,Richmond,2.0,New York City,New York City,New York,36.0,NY,476143.0,10308,STATEN ISLAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,21.05895546681229
36085.0,Richmond,2.0,New York City,New York City,New York,36.0,NY,476143.0,10309,STATEN ISLAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,26.598218508704335
36085.0,Richmond,2.0,New York City,New York City,New York,36.0,NY,476143.0,10310,STATEN ISLAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,12.406858540409198
36085.0,Richmond,2.0,New York City,New York City,New York,36.0,NY,476143.0,10311,STATEN ISLAND,0.0,1.0,1.0,1.0,1.0,0.0,1.0,New York City,18.433812909737284
36085.0,Richmond,2.0,New York City,New York City,New York,36.0,NY,476143.0,10312,STATEN ISLAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,23.277998985087542
36085.0,Richmond,2.0,New York City,New York City,New York,36.0,NY,476143.0,10314,STATEN ISLAND,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,17.995518327353615
36005.0,Bronx,2.0,New York City,New York City,New York,36.0,NY,1418207.0,10451,BRONX,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,14.204170941842808
36005.0,Bronx,2.0,New York City,New York City,New York,36.0,NY,1418207.0,10452,BRONX,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,15.920597125848388
36005.0,Bronx,2.0,New York City,New York City,New York,36.0,NY,1418207.0,10453,BRONX,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,17.873524463849552
36005.0,Bronx,2.0,New York City,New York City,New York,36.0,NY,1418207.0,10454,BRONX,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,13.206502858996181
36005.0,Bronx,2.0,New York City,New York City,New York,36.0,NY,1418207.0,10455,BRONX,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,14.430991359671056
36005.0,Bronx,2.0,New York City,New York City,New York,36.0,NY,1418207.0,10456,BRONX,1.0,1.0,1.0,1.0,1.0,1.0,1.0,New York City,15.843168700430079
