countyfips,date,commercial,new_case_count
24031,2020-05-17,-341.0,207.0
24031,2020-05-18,-335.0,216.0
24031,2020-05-19,-228.0,261.0
24031,2020-05-20,-327.0,253.0
24031,2020-05-21,-320.0,244.0
24031,2020-05-22,-125.0,239.0
24031,2020-05-23,-312.5,244.0
24031,2020-05-24,-307.0,245.0
24031,2020-05-25,-304.0,242.0
24031,2020-05-26,-304.5,191.0
24031,2020-05-27,-302.5,202.0
24031,2020-05-28,-303.5,213.0
24031,2020-05-29,-301.0,229.0
24031,2020-05-30,-301.0,222.0
24031,2020-05-31,-110.0,206.0
24031,2020-06-01,-281.5,196.0
24031,2020-06-02,-99.0,206.0
24031,2020-06-03,-268.5,209.0
24031,2020-06-04,-263.0,211.0
24031,2020-06-05,-195.5,200.0
24031,2020-06-06,-256.0,196.0
24031,2020-06-07,-250.0,196.0
24031,2020-06-08,-189.5,192.0
24031,2020-06-09,-245.0,177.0
24031,2020-06-10,-242.5,171.0
24031,2020-06-11,-76.5,150.0
24031,2020-06-12,-227.5,131.0
24031,2020-06-13,-225.5,130.0
24031,2020-06-14,-177.5,125.0
24031,2020-06-15,-22.5,120.0
24031,2020-06-16,-172.5,106.0
24031,2020-06-17,-226.0,99.0
24031,2020-06-18,-222.0,84.0
24031,2020-06-19,-223.5,83.0
24031,2020-06-20,-221.0,67.0
24031,2020-06-21,-213.0,68.0
24031,2020-06-22,-219.0,69.0
24031,2020-06-23,-216.0,71.0
24031,2020-06-24,-647.5,66.0
24031,2020-06-25,-202.0,74.0
24031,2020-06-26,-640.0,77.0
24031,2020-06-27,-66.0,74.0
24031,2020-06-28,-20.0,75.0
24031,2020-06-29,-138.5,76.0
24031,2020-06-30,-184.0,76.0
24031,2020-07-01,-181.0,74.0
24031,2020-07-02,-128.0,74.0
24031,2020-07-03,-16.0,78.0
24031,2020-07-04,-624.5,80.0
24031,2020-07-05,-127.0,74.0
24031,2020-07-06,-596.0,70.0
24031,2020-07-07,-619.5,85.0
24031,2020-07-08,-621.0,85.0
24031,2020-07-09,-185.5,86.0
24031,2020-07-10,-67.5,78.0
24031,2020-07-11,-180.0,77.0
24031,2020-07-12,-178.5,85.0
24031,2020-07-13,-125.0,88.0
24031,2020-07-14,-593.5,79.0
24031,2020-07-15,-592.0,84.0
24031,2020-07-16,-490.5,79.0
24031,2020-07-17,-483.5,84.0
24031,2020-07-18,-592.0,90.0
24031,2020-07-19,-593.0,92.0
24031,2020-07-20,-616.5,93.0
24031,2020-07-21,-64.5,91.0
24031,2020-07-22,-136.5,87.0
24031,2020-07-23,-136.5,85.0
24031,2020-07-24,-193.5,88.0
24031,2020-07-25,-193.0,96.0
24031,2020-07-26,-190.5,93.0
24031,2020-07-27,-189.0,105.0
24031,2020-07-28,-188.5,102.0
24031,2020-07-29,-177.5,102.0
24031,2020-07-30,-180.5,106.0
24031,2020-07-31,-129.5,114.0
24031,2020-08-01,-130.5,106.0
24031,2020-08-02,-72.0,106.0
24031,2020-08-03,-188.5,97.0
24031,2020-08-04,-137.0,97.0
24031,2020-08-05,-194.0,96.0
24031,2020-08-06,-193.5,91.0
24031,2020-08-07,-19.0,82.0
24031,2020-08-08,-19.0,85.0
24031,2020-08-09,-19.0,91.0
24031,2020-08-10,-184.0,92.0
24031,2020-08-11,-177.5,93.0
24031,2020-08-12,-186.0,95.0
24031,2020-08-13,-189.0,103.0
24031,2020-08-14,-190.0,97.0
24031,2020-08-15,-76.0,95.0
24031,2020-08-16,-196.0,87.0
24031,2020-08-17,-197.0,83.0
24031,2020-08-18,-138.0,81.0
24031,2020-08-19,-191.5,77.0
24031,2020-08-20,-187.5,73.0
24031,2020-08-21,-186.5,72.0
24031,2020-08-22,-186.0,66.0
24031,2020-08-23,-184.0,66.0
24031,2020-08-24,-185.0,67.0
24031,2020-08-25,-186.5,67.0
24031,2020-08-26,-183.5,66.0
24031,2020-08-27,-183.5,67.0
24031,2020-08-28,-188.0,69.0
24031,2020-08-29,-185.5,69.0
24031,2020-08-30,-179.0,68.0
24031,2020-08-31,-186.5,67.0
24031,2020-09-01,-185.0,72.0
24031,2020-09-02,-187.0,78.0
24031,2020-09-03,-192.0,78.0
24031,2020-09-04,-132.5,85.0
24031,2020-09-05,-65.5,91.0
24031,2020-09-06,-179.0,90.0
24031,2020-09-07,-599.0,102.0
24031,2020-09-08,-181.0,95.0
24031,2020-09-09,-133.5,93.0
24031,2020-09-10,-186.0,88.0
24031,2020-09-11,-189.5,85.0
24031,2020-09-12,-187.5,84.0
24031,2020-09-13,-184.0,84.0
24031,2020-09-14,-498.0,81.0
24031,2020-09-15,-594.5,87.0
24031,2020-09-16,-576.5,90.0
24031,2020-09-17,-552.0,97.0
24031,2020-09-18,-447.0,93.0
24031,2020-09-19,-549.0,96.0
24031,2020-09-20,-118.0,92.0
24031,2020-09-21,-118.0,85.0
24031,2020-09-22,-579.0,80.0
24031,2020-09-23,-468.5,76.0
24031,2020-09-24,-549.0,72.0
24031,2020-09-25,-16.0,78.0
24031,2020-09-26,-121.5,74.0
24031,2020-09-27,-122.5,78.0
24031,2020-09-28,-121.5,78.0
24031,2020-09-29,-123.0,83.0
24031,2020-09-30,-561.0,83.0
24031,2020-10-01,-561.5,86.0
24031,2020-10-02,-531.0,89.0
24031,2020-10-03,-118.5,88.0
24031,2020-10-04,-499.0,88.0
24031,2020-10-05,-486.0,94.0
24031,2020-10-06,-470.0,89.0
24031,2020-10-07,-470.0,87.0
24031,2020-10-08,-115.5,88.0
24031,2020-10-09,-478.0,85.0
24031,2020-10-10,-397.0,87.0
24031,2020-10-11,-556.0,89.0
24031,2020-10-12,-579.0,88.0
24031,2020-10-13,-565.0,97.0
24031,2020-10-14,-127.5,105.0
24031,2020-10-15,-127.5,103.0
24031,2020-10-16,-17.0,110.0
24031,2020-10-17,-441.0,112.0
24031,2020-10-18,-499.0,113.0
24031,2020-10-19,-516.0,110.0
24031,2020-10-20,-507.5,106.0
24031,2020-10-21,-501.5,105.0
24031,2020-10-22,-502.0,108.0
24031,2020-10-23,-493.0,100.0
24031,2020-10-24,-507.0,99.0
24031,2020-10-25,-555.0,107.0
24031,2020-10-26,-547.0,116.0
24031,2020-10-27,-547.0,125.0
24031,2020-10-28,-539.0,128.0
24031,2020-10-29,-615.0,131.0
24031,2020-10-30,-593.0,136.0
24031,2020-10-31,-551.0,144.0
24031,2020-11-01,-550.0,138.0
24031,2020-11-02,-557.0,142.0
24031,2020-11-03,-532.5,137.0
24031,2020-11-04,-586.5,141.0
24031,2020-11-05,-540.0,155.0
24031,2020-11-06,-599.5,167.0
24031,2020-11-07,-180.5,168.0
24031,2020-11-08,-172.5,176.0
24031,2020-11-09,-171.0,181.0
24031,2020-11-10,-176.5,190.0
24031,2020-11-11,-66.0,203.0
24031,2020-11-12,-179.0,196.0
24031,2020-11-13,-177.0,198.0
24031,2020-11-14,-613.5,223.0
24031,2020-11-15,-132.5,235.0
24031,2020-11-16,-14.0,237.0
24031,2020-11-17,-191.5,263.0
24031,2020-11-18,-190.0,266.0
24031,2020-11-19,-623.5,307.0
24031,2020-11-20,-631.0,314.0
24031,2020-11-21,-624.0,308.0
24031,2020-11-22,-608.0,313.0
24031,2020-11-23,-570.0,312.0
24031,2020-11-24,-434.0,293.0
24031,2020-11-25,-115.0,310.0
24031,2020-11-26,-408.5,280.0
24031,2020-11-27,-554.5,289.0
24031,2020-11-28,-538.5,273.0
24031,2020-11-29,-606.0,275.0
24031,2020-11-30,-137.5,287.0
24031,2020-12-01,-205.5,326.0
24031,2020-12-02,-205.5,308.0
24031,2020-12-03,-206.5,309.0
24031,2020-12-04,-213.5,351.0
24031,2020-12-05,-150.5,393.0
24031,2020-12-06,-207.0,414.0
24031,2020-12-07,-201.5,436.0
24031,2020-12-08,-204.0,421.0
24031,2020-12-09,-20.5,434.0
24031,2020-12-10,-75.0,474.0
24031,2020-12-11,-200.5,448.0
24031,2020-12-12,-70.5,468.0
24031,2020-12-13,-191.5,474.0
24031,2020-12-14,-195.0,467.0
24031,2020-12-15,-575.0,459.0
24031,2020-12-16,-154.5,472.0
24031,2020-12-17,-219.0,430.0
24031,2020-12-18,-219.0,426.0
24031,2020-12-19,-220.0,382.0
24031,2020-12-20,-222.0,352.0
24031,2020-12-21,-204.5,350.0
24031,2020-12-22,-643.5,356.0
24031,2020-12-23,-227.5,354.0
24031,2020-12-24,-362.0,387.0
24031,2020-12-25,-102.0,392.0
24031,2020-12-26,-78.0,400.0
24031,2020-12-27,-240.5,408.0
24031,2020-12-28,-250.0,411.0
24031,2020-12-29,-185.5,398.0
24031,2020-12-30,-81.0,402.0
24031,2020-12-31,-82.0,392.0
24031,2021-01-01,-318.5,400.0
24031,2021-01-02,-310.0,409.0
24031,2021-01-03,-313.5,419.0
24031,2021-01-04,-218.0,434.0
24031,2021-01-05,-330.0,430.0
24031,2021-01-06,-106.5,439.0
24031,2021-01-07,-301.0,437.0
24031,2021-01-08,-96.5,441.0
24031,2021-01-09,-254.0,469.0
24031,2021-01-10,-242.5,499.0
24031,2021-01-11,-245.5,491.0
24031,2021-01-12,-246.5,523.0
24031,2021-01-13,-246.5,501.0
24031,2021-01-14,-248.5,512.0
24031,2021-01-15,-250.0,497.0
24031,2021-01-16,-252.5,486.0
24031,2021-01-17,-257.5,454.0
24031,2021-01-18,-253.5,428.0
24031,2021-01-19,-256.5,403.0
24031,2021-01-20,-262.5,405.0
24031,2021-01-21,-265.5,384.0
24031,2021-01-22,-185.5,381.0
24031,2021-01-23,-265.5,357.0
24031,2021-01-24,-103.5,355.0
24031,2021-01-25,-275.0,372.0
24031,2021-01-26,-288.5,356.0
24031,2021-01-27,-286.0,355.0
24031,2021-01-28,-289.0,354.0
24031,2021-01-29,-288.5,337.0
24031,2021-01-30,-266.5,340.0
24031,2021-01-31,-307.5,319.0
24031,2021-02-01,-336.0,289.0
24031,2021-02-02,-340.0,281.0
24031,2021-02-03,-337.5,251.0
24031,2021-02-04,-331.0,253.0
24031,2021-02-05,-330.0,247.0
24031,2021-02-06,-336.0,218.0
24031,2021-02-07,-312.0,216.0
24031,2021-02-08,-282.5,211.0
24031,2021-02-09,-262.0,220.0
24031,2021-02-10,-256.0,223.0
24031,2021-02-11,-100.5,197.0
24031,2021-02-12,-193.5,184.0
24031,2021-02-13,-296.0,183.0
24031,2021-02-14,-267.5,166.0
24031,2021-02-15,-259.5,159.0
24031,2021-02-16,-260.5,143.0
24031,2021-02-17,-245.5,135.0
24031,2021-02-18,-108.0,132.0
24031,2021-02-19,-295.0,129.0
24031,2021-02-20,-275.0,117.0
24031,2021-02-21,-197.0,113.0
24031,2021-02-22,-294.0,111.0
24031,2021-02-23,-288.5,113.0
24031,2021-02-24,-297.0,118.0
24031,2021-02-25,-240.0,116.0
24031,2021-02-26,-163.5,115.0
24031,2021-02-27,-219.5,119.0
24031,2021-02-28,-229.5,120.0
24031,2021-03-01,-63.0,125.0
24031,2021-03-02,-63.0,125.0
24031,2021-03-03,-213.5,118.0
24031,2021-03-04,-214.0,115.0
24031,2021-03-05,-214.0,108.0
24031,2021-03-06,-64.5,105.0
24031,2021-03-07,-147.0,102.0
24031,2021-03-08,-193.0,98.0
24031,2021-03-09,-188.5,95.0
24031,2021-03-10,-65.0,97.0
24031,2021-03-11,-617.0,100.0
24031,2021-03-12,-132.5,103.0
24031,2021-03-13,-441.0,107.0
24031,2021-03-14,-529.0,112.0
24031,2021-03-15,-514.5,111.0
24031,2021-03-16,-516.5,110.0
24031,2021-03-17,-494.5,111.0
24031,2021-03-18,-548.5,108.0
24031,2021-03-19,-541.0,111.0
24031,2021-03-20,-547.0,109.0
24031,2021-03-21,-537.5,105.0
24031,2021-03-22,-16.0,106.0
24031,2021-03-23,-502.0,108.0
24031,2021-03-24,-549.0,110.0
24031,2021-03-25,-472.5,118.0
24031,2021-03-26,-449.0,118.0
24031,2021-03-27,-435.0,120.0
24031,2021-03-28,-493.0,127.0
24031,2021-03-29,-477.5,128.0
24031,2021-03-30,-453.5,129.0
24031,2021-03-31,-438.0,126.0
24031,2021-04-01,-431.0,121.0
24031,2021-04-02,-121.0,120.0
24031,2021-04-03,-382.5,116.0
24031,2021-04-04,-383.0,117.0
24031,2021-04-05,-351.0,116.0
24031,2021-04-06,-352.0,112.0
24031,2021-04-07,-297.0,114.0
24031,2021-04-08,-274.0,112.0
24031,2021-04-09,-112.5,117.0
24031,2021-04-10,-232.5,121.0
24031,2021-04-11,-103.0,119.0
24031,2021-04-12,-277.0,120.0
24031,2021-04-13,-263.5,126.0
24031,2021-04-14,-296.0,125.0
24031,2021-04-15,-303.5,125.0
24031,2021-04-16,-279.5,121.0
24031,2021-04-17,-293.5,115.0
24031,2021-04-18,-285.5,114.0
24031,2021-04-19,-285.0,103.0
24031,2021-04-20,-269.0,98.0
24031,2021-04-21,-237.0,96.0
24031,2021-04-22,-246.5,94.0
24031,2021-04-23,-232.0,88.0
24031,2021-04-24,-226.0,88.0
24031,2021-04-25,-132.0,83.0
24031,2021-04-26,-104.0,87.0
24031,2021-04-27,-195.0,83.0
24031,2021-04-28,-99.0,82.0
24031,2021-04-29,-311.0,84.0
24031,2021-04-30,-239.5,81.0
24031,2021-05-01,264.0,77.0
24031,2021-05-02,-26.0,72.0
24031,2021-05-03,-20.0,70.0
24031,2021-05-04,-21.5,68.0
24031,2021-05-05,-14.5,64.0
24031,2021-05-06,2.5,51.0
24031,2021-05-07,1.5,50.0
24031,2021-05-08,51.0,47.0
24031,2021-05-09,103.5,44.0
24031,2021-05-10,-86.0,42.0
24031,2021-05-11,120.5,42.0
24031,2021-05-12,227.0,40.0
24031,2021-05-13,152.0,44.0
24031,2021-05-14,176.5,41.0
24031,2021-05-15,185.0,38.0
24031,2021-05-16,106.0,38.0
24031,2021-05-17,52.0,39.0
24031,2021-05-18,75.5,37.0
24031,2021-05-19,55.0,33.0
24031,2021-05-20,-6.5,32.0
24031,2021-05-21,93.5,29.0
24031,2021-05-22,93.5,30.0
24031,2021-05-23,199.5,28.0
24031,2021-05-24,78.5,26.0
24031,2021-05-25,78.5,25.0
24031,2021-05-26,120.5,23.0
24031,2021-05-27,65.0,23.0
24031,2021-05-28,49.0,21.0
24031,2021-05-29,-83.5,19.0
24031,2021-05-30,-8.0,30.0
24031,2021-05-31,120.5,30.0
24031,2021-06-01,55.0,29.0
24031,2021-06-02,100.5,28.0
24031,2021-06-03,61.5,25.0
24031,2021-06-04,86.5,24.0
24031,2021-06-05,143.0,24.0
24031,2021-06-06,167.5,11.0
24031,2021-06-07,-66.0,9.0
24031,2021-06-08,197.5,9.0
24031,2021-06-09,205.0,11.0
24031,2021-06-10,227.5,12.0
24031,2021-06-11,-69.0,11.0
24031,2021-06-12,193.0,11.0
24031,2021-06-13,191.5,11.0
24031,2021-06-14,200.0,11.0
24031,2021-06-15,210.0,10.0
24031,2021-06-16,227.5,9.0
24031,2021-06-17,322.5,8.0
24031,2021-06-18,-49.0,8.0
24031,2021-06-19,331.0,7.0
24031,2021-06-20,341.5,7.0
24031,2021-06-21,280.0,7.0
24031,2021-06-22,-56.5,7.0
24031,2021-06-23,209.5,7.0
24031,2021-06-24,-62.0,6.0
24031,2021-06-25,140.5,6.0
24031,2021-06-26,119.0,6.0
24031,2021-06-27,96.0,7.0
24031,2021-06-28,-4.5,7.0
24031,2021-06-29,172.0,8.0
24031,2021-06-30,113.0,9.0
24031,2021-07-01,88.5,10.0
24031,2021-07-02,-66.0,11.0
24031,2021-07-03,153.0,12.0
24031,2021-07-04,-74.5,11.0
24031,2021-07-05,116.5,12.0
24031,2021-07-06,228.0,11.0
24031,2021-07-07,159.0,11.0
24031,2021-07-08,159.0,11.0
24031,2021-07-09,107.0,12.0
24031,2021-07-10,102.0,12.0
24031,2021-07-11,145.0,13.0
24031,2021-07-12,221.5,13.0
24031,2021-07-13,167.0,15.0
24031,2021-07-14,168.5,16.0
24031,2021-07-15,200.0,18.0
24031,2021-07-16,215.0,19.0
24031,2021-07-17,-64.5,22.0
24031,2021-07-18,265.0,25.0
24031,2021-07-19,222.0,26.0
24031,2021-07-20,214.0,26.0
24031,2021-07-21,279.0,30.0
24031,2021-07-22,279.0,34.0
24031,2021-07-23,221.0,37.0
24031,2021-07-24,230.0,40.0
24031,2021-07-25,258.0,42.0
24031,2021-07-26,-64.0,46.0
24031,2021-07-27,190.5,48.0
24031,2021-07-28,-63.0,50.0
24031,2021-07-29,160.5,51.0
24031,2021-07-30,160.5,57.0
24031,2021-07-31,168.5,63.0
24031,2021-08-01,152.0,70.0
24031,2021-08-02,167.5,71.0
24031,2021-08-03,167.0,73.0
24031,2021-08-04,167.0,79.0
24031,2021-08-05,-64.0,86.0
24031,2021-08-06,168.5,89.0
24031,2021-08-07,146.0,91.0
24031,2021-08-08,155.0,99.0
24031,2021-08-09,164.5,102.0
24031,2021-08-10,41.5,114.0
24031,2021-08-11,-6.5,118.0
24031,2021-08-12,85.5,122.0
24031,2021-08-13,-21.0,117.0
24031,2021-08-14,3.0,117.0
24031,2021-08-15,5.5,113.0
24031,2021-08-16,13.5,112.0
24031,2021-08-17,53.0,112.0
24031,2021-08-18,46.5,109.0
24031,2021-08-19,25.0,108.0
24031,2021-08-20,26.5,120.0
24031,2021-08-21,11.5,130.0
24031,2021-08-22,1.0,129.0
24031,2021-08-23,17.0,138.0
24031,2021-08-24,9.0,136.0
24031,2021-08-25,3.0,140.0
24031,2021-08-26,9.0,142.0
24031,2021-08-27,16.0,141.0
24031,2021-08-28,-67.0,143.0
24031,2021-08-29,101.0,155.0
24031,2021-08-30,130.0,150.0
24031,2021-08-31,158.5,158.0
24031,2021-09-01,171.5,158.0
24031,2021-09-02,146.0,162.0
24031,2021-09-03,207.0,161.0
24031,2021-09-04,207.0,151.0
24031,2021-09-05,-65.0,137.0
24031,2021-09-06,111.5,139.0
24031,2021-09-07,103.5,131.0
24031,2021-09-08,173.5,124.0
24031,2021-09-09,141.5,113.0
24031,2021-09-10,110.5,111.0
24031,2021-09-11,126.0,114.0
24031,2021-09-12,164.0,117.0
24031,2021-09-13,163.0,124.0
24031,2021-09-14,149.0,134.0
24031,2021-09-15,157.0,134.0
24031,2021-09-16,172.0,143.0
24031,2021-09-17,179.0,146.0
24031,2021-09-18,121.0,146.0
24031,2021-09-19,186.5,144.0
24031,2021-09-20,-4.5,134.0
24031,2021-09-21,120.0,126.0
24031,2021-09-22,121.5,126.0
24031,2021-09-23,88.5,121.0
24031,2021-09-24,74.5,116.0
24031,2021-09-25,59.0,120.0
24031,2021-09-26,52.0,120.0
24031,2021-09-27,52.0,117.0
24031,2021-09-28,107.5,114.0
24031,2021-09-29,91.5,114.0
24031,2021-09-30,107.0,118.0
24031,2021-10-01,122.5,122.0
24031,2021-10-02,-58.5,114.0
24031,2021-10-03,-4.0,115.0
24031,2021-10-04,208.5,117.0
24031,2021-10-05,169.0,116.0
24031,2021-10-06,153.0,114.0
24031,2021-10-07,145.0,113.0
24031,2021-10-08,129.5,106.0
24031,2021-10-09,172.0,105.0
24031,2021-10-10,-65.0,106.0
24031,2021-10-11,-61.5,105.0
24031,2021-10-12,79.5,95.0
24031,2021-10-13,95.5,99.0
24031,2021-10-14,81.5,92.0
24031,2021-10-15,137.0,92.0
24031,2021-10-16,45.0,86.0
24031,2021-10-17,68.0,81.0
24031,2021-10-18,42.5,79.0
24031,2021-10-19,44.0,84.0
24031,2021-10-20,44.0,78.0
24031,2021-10-21,59.5,75.0
24031,2021-10-22,58.5,71.0
24031,2021-10-23,158.5,72.0
24031,2021-10-24,96.5,72.0
24031,2021-10-25,58.5,69.0
24031,2021-10-26,73.5,68.0
24031,2021-10-27,-59.0,67.0
24031,2021-10-28,112.0,72.0
24031,2021-10-29,27.5,76.0
24031,2021-10-30,129.0,80.0
24031,2021-10-31,121.0,78.0
24031,2021-11-01,167.0,77.0
24031,2021-11-02,129.5,77.0
24031,2021-11-03,165.0,76.0
24031,2021-11-04,70.0,74.0
24031,2021-11-05,-57.5,75.0
24031,2021-11-06,68.0,70.0
24031,2021-11-07,72.5,74.0
24031,2021-11-08,-3.5,75.0
24031,2021-11-09,27.5,76.0
24031,2021-11-10,21.5,80.0
24031,2021-11-11,68.0,80.0
24031,2021-11-12,109.0,79.0
24031,2021-11-13,51.5,84.0
24031,2021-11-14,27.5,84.0
24031,2021-11-15,20.0,86.0
24031,2021-11-16,65.5,90.0
24031,2021-11-17,79.5,87.0
24031,2021-11-18,-6.5,90.0
24031,2021-11-19,15.5,95.0
24031,2021-11-20,61.0,98.0
24031,2021-11-21,105.0,102.0
24031,2021-11-22,237.5,106.0
24031,2021-11-23,-93.0,108.0
24031,2021-11-24,-336.5,109.0
24031,2021-11-25,44.0,92.0
24031,2021-11-26,314.0,74.0
24031,2021-11-27,200.0,106.0
24031,2021-11-28,-81.5,105.0
24031,2021-11-29,33.5,104.0
24031,2021-11-30,-239.5,108.0
24031,2021-12-01,-403.5,115.0
24031,2021-12-02,-247.5,141.0
24031,2021-12-03,-135.0,169.0
24031,2021-12-04,212.5,148.0
24031,2021-12-05,64.5,132.0
24031,2021-12-06,15.0,120.0
24031,2021-12-07,15.0,100.0
24031,2021-12-08,6.5,83.0
24031,2021-12-09,-8.5,57.0
24031,2021-12-10,-9.0,29.0
24031,2021-12-11,-17.5,0.0
24031,2021-12-12,-9.0,0.0
24031,2021-12-13,13.5,0.0
24031,2021-12-14,-69.5,0.0
24031,2021-12-15,61.5,0.0
24031,2021-12-16,110.0,0.0
24031,2021-12-17,149.0,0.0
24031,2021-12-18,187.5,0.0
24031,2021-12-19,211.0,0.0
24031,2021-12-20,-164.0,0.0
24031,2021-12-21,-28.5,0.0
24031,2021-12-22,-319.5,0.0
24031,2021-12-23,-219.5,0.0
24031,2021-12-24,-267.5,0.0
24031,2021-12-25,386.5,0.0
24031,2021-12-26,269.0,0.0
24031,2021-12-27,255.0,0.0
24031,2021-12-28,77.0,1652.0
24031,2021-12-29,-47.0,1945.0
24031,2021-12-30,-214.5,2381.0
24031,2021-12-31,-301.5,2381.0
24031,2022-01-01,-182.0,2381.0
24031,2022-01-02,104.0,3203.0
24031,2022-01-03,-373.5,3906.0
24031,2022-01-04,-411.5,2702.0
24031,2022-01-05,-409.0,2621.0
24031,2022-01-06,-415.5,2628.0
24031,2022-01-07,-171.0,2982.0
24031,2022-01-08,-394.5,3405.0
24031,2022-01-09,-532.0,3209.0
24033,2020-02-24,-228.5,0.0
24033,2020-02-25,57.0,0.0
24033,2020-02-26,71.0,0.0
24033,2020-02-27,92.5,0.0
24033,2020-02-28,114.5,0.0
24033,2020-02-29,107.5,0.0
24033,2020-03-01,-171.5,0.0
24033,2020-03-02,71.5,0.0
24033,2020-03-03,693.0,0.0
24033,2020-03-04,364.5,0.0
24033,2020-03-05,400.0,0.0
24033,2020-03-06,421.5,0.0
24033,2020-03-07,471.5,0.0
24033,2020-03-08,464.5,0.0
24033,2020-03-09,514.0,0.0
24033,2020-03-10,507.0,2.0
24033,2020-03-11,514.0,2.0
24033,2020-03-12,636.0,1.0
24033,2020-03-13,792.5,2.0
24033,2020-03-14,495.5,1.0
24033,2020-03-15,579.0,1.0
24033,2020-03-16,337.5,1.0
24033,2020-03-17,-69.5,2.0
24033,2020-03-18,193.0,2.0
24033,2020-03-19,-100.0,3.0
24033,2020-03-20,229.0,3.0
24033,2020-03-21,45.5,4.0
24033,2020-03-22,116.0,4.0
24033,2020-03-23,-288.5,5.0
24033,2020-03-24,-320.0,7.0
24033,2020-03-25,-486.0,8.0
24033,2020-03-26,-160.5,11.0
24033,2020-03-27,-170.5,17.0
24033,2020-03-28,-261.5,23.0
24033,2020-03-29,-271.0,30.0
24033,2020-03-30,-257.5,35.0
24033,2020-03-31,-276.5,40.0
24033,2020-04-01,-275.0,47.0
24033,2020-04-02,-281.0,53.0
24033,2020-04-03,-183.0,59.0
24033,2020-04-04,-280.0,65.0
24033,2020-04-05,-282.5,77.0
24033,2020-04-06,-306.5,89.0
24033,2020-04-07,-297.5,97.0
24033,2020-04-08,-294.5,130.0
24033,2020-04-09,-295.5,143.0
24033,2020-04-10,-131.0,165.0
24033,2020-04-11,-297.5,181.0
24033,2020-04-12,-131.0,179.0
24033,2020-04-13,-13.5,184.0
24033,2020-04-14,-310.0,191.0
24033,2020-04-15,-205.5,174.0
24033,2020-04-16,-124.5,179.0
24033,2020-04-17,-287.5,180.0
24033,2020-04-18,-287.0,178.0
24033,2020-04-19,-271.5,188.0
24033,2020-04-20,-259.0,198.0
24033,2020-04-21,-256.5,198.0
24033,2020-04-22,-254.0,194.0
24033,2020-04-23,-260.0,203.0
24033,2020-04-24,-262.5,205.0
24033,2020-04-25,-26.0,234.0
24033,2020-04-26,-266.0,235.0
24033,2020-04-27,-265.0,240.0
24033,2020-04-28,-263.5,252.0
24033,2020-04-29,-261.5,267.0
24033,2020-04-30,-268.5,272.0
24033,2020-05-01,-258.5,333.0
24033,2020-05-02,-248.5,321.0
24033,2020-05-03,-238.5,335.0
24033,2020-05-04,-79.5,334.0
24033,2020-05-05,-217.5,334.0
24033,2020-05-06,-223.0,343.0
24033,2020-05-07,-75.5,354.0
24033,2020-05-08,-147.5,310.0
24033,2020-05-09,-147.0,310.0
24033,2020-05-10,-506.5,310.0
24033,2020-05-11,-67.5,299.0
24033,2020-05-12,-147.0,295.0
24033,2020-05-13,-628.5,277.0
24033,2020-05-14,-188.5,277.0
24033,2020-05-15,-184.0,271.0
24033,2020-05-16,-189.5,262.0
24033,2020-05-17,-200.0,261.0
24033,2020-05-18,-193.0,275.0
24033,2020-05-19,-188.5,336.0
24033,2020-05-20,-188.5,339.0
24033,2020-05-21,-183.5,341.0
24033,2020-05-22,-186.5,327.0
24033,2020-05-23,-181.5,328.0
24033,2020-05-24,-178.5,386.0
24033,2020-05-25,-176.0,373.0
24033,2020-05-26,-179.0,296.0
24033,2020-05-27,-179.0,309.0
24033,2020-05-28,-18.0,313.0
24033,2020-05-29,-175.5,318.0
24033,2020-05-30,-174.0,319.0
24033,2020-05-31,-166.0,253.0
24033,2020-06-01,-564.0,247.0
24033,2020-06-02,-507.5,255.0
24033,2020-06-03,-461.0,236.0
24033,2020-06-04,-413.5,205.0
24033,2020-06-05,-94.5,198.0
24033,2020-06-06,-273.5,180.0
24033,2020-06-07,-317.0,164.0
24033,2020-06-08,-318.0,154.0
24033,2020-06-09,-230.5,152.0
24033,2020-06-10,-230.5,147.0
24033,2020-06-11,-326.0,142.0
24033,2020-06-12,-294.0,126.0
24033,2020-06-13,-301.0,130.0
24033,2020-06-14,-314.0,128.0
24033,2020-06-15,-306.0,125.0
24033,2020-06-16,-296.0,116.0
24033,2020-06-17,-326.0,114.0
24033,2020-06-18,-291.5,101.0
24033,2020-06-19,-290.0,88.0
24033,2020-06-20,-305.0,81.0
24033,2020-06-21,-282.5,74.0
24033,2020-06-22,-82.0,73.0
24033,2020-06-23,-336.5,83.0
24033,2020-06-24,-295.0,77.0
24033,2020-06-25,-250.5,85.0
24033,2020-06-26,-316.5,84.0
24033,2020-06-27,-74.0,73.0
24033,2020-06-28,-285.5,76.0
24033,2020-06-29,-299.0,80.0
24033,2020-06-30,-288.0,70.0
24033,2020-07-01,-212.5,69.0
24033,2020-07-02,-557.5,65.0
24033,2020-07-03,-678.5,61.0
24033,2020-07-04,-187.0,57.0
24033,2020-07-05,-635.5,46.0
24033,2020-07-06,-473.0,78.0
24033,2020-07-07,-223.0,87.0
24033,2020-07-08,-225.0,93.0
24033,2020-07-09,-296.0,103.0
24033,2020-07-10,-8.5,111.0
24033,2020-07-11,-301.0,123.0
24033,2020-07-12,-299.5,140.0
24033,2020-07-13,-260.0,105.0
24033,2020-07-14,-678.5,108.0
24033,2020-07-15,-692.5,111.0
