countyfips,date,commercial,new_case_count
11001,2020-02-24,-221.5,0.0
11001,2020-02-25,-193.0,0.0
11001,2020-02-26,164.0,0.0
11001,2020-02-27,-128.5,0.0
11001,2020-02-28,-28.5,0.0
11001,2020-02-29,-114.0,0.0
11001,2020-03-01,-121.5,0.0
11001,2020-03-02,-71.5,0.0
11001,2020-03-03,28.5,0.0
11001,2020-03-04,-29.0,0.0
11001,2020-03-05,492.5,0.0
11001,2020-03-06,359.0,0.0
11001,2020-03-07,74.0,0.0
11001,2020-03-08,407.5,0.0
11001,2020-03-09,500.0,2.0
11001,2020-03-10,478.5,1.0
11001,2020-03-11,364.0,2.0
11001,2020-03-12,3.5,2.0
11001,2020-03-13,315.0,2.0
11001,2020-03-14,171.5,2.0
11001,2020-03-15,-242.5,2.0
11001,2020-03-16,-5.5,3.0
11001,2020-03-17,28.5,4.0
11001,2020-03-18,75.0,4.0
11001,2020-03-19,-305.0,4.0
11001,2020-03-20,-503.5,9.0
11001,2020-03-21,-662.5,9.0
11001,2020-03-22,-293.5,12.0
11001,2020-03-23,-335.5,13.0
11001,2020-03-24,-359.5,15.0
11001,2020-03-25,-384.0,21.0
11001,2020-03-26,-402.5,27.0
11001,2020-03-27,-421.0,28.0
11001,2020-03-28,-141.0,32.0
11001,2020-03-29,-445.0,35.0
11001,2020-03-30,-439.5,41.0
11001,2020-03-31,-449.0,51.0
11001,2020-04-01,-317.5,58.0
11001,2020-04-02,-449.0,60.0
11001,2020-04-03,-449.5,70.0
11001,2020-04-04,-446.0,85.0
11001,2020-04-05,-450.0,94.0
11001,2020-04-06,-457.5,99.0
11001,2020-04-07,-460.0,102.0
11001,2020-04-08,-466.5,122.0
11001,2020-04-09,-472.5,124.0
11001,2020-04-10,-482.5,129.0
11001,2020-04-11,-484.0,125.0
11001,2020-04-12,-202.0,125.0
11001,2020-04-13,-50.5,123.0
11001,2020-04-14,-502.5,121.0
11001,2020-04-15,-500.0,108.0
11001,2020-04-16,-498.0,118.0
11001,2020-04-17,-496.0,117.0
11001,2020-04-18,-345.5,127.0
11001,2020-04-19,-197.0,131.0
11001,2020-04-20,-481.0,139.0
11001,2020-04-21,-482.5,149.0
11001,2020-04-22,-484.0,144.0
11001,2020-04-23,-487.5,144.0
11001,2020-04-24,-489.0,150.0
11001,2020-04-25,-485.5,148.0
11001,2020-04-26,-491.5,150.0
11001,2020-04-27,-491.5,138.0
11001,2020-04-28,-490.0,128.0
11001,2020-04-29,-484.0,129.0
11001,2020-04-30,-487.0,137.0
11001,2020-05-01,-475.0,161.0
11001,2020-05-02,-463.5,157.0
11001,2020-05-03,-454.0,168.0
11001,2020-05-04,-443.5,183.0
11001,2020-05-05,-435.0,190.0
11001,2020-05-06,-441.5,194.0
11001,2020-05-07,-423.5,190.0
11001,2020-05-08,-429.0,177.0
11001,2020-05-09,-430.5,186.0
11001,2020-05-10,-422.5,179.0
11001,2020-05-11,-431.5,174.0
11001,2020-05-12,-160.0,166.0
11001,2020-05-13,-426.0,160.0
11001,2020-05-14,-431.0,155.0
11001,2020-05-15,-312.0,139.0
11001,2020-05-16,-424.5,134.0
11001,2020-05-17,-135.0,122.0
11001,2020-05-18,-428.5,126.0
11001,2020-05-19,-309.5,136.0
11001,2020-05-20,-428.5,138.0
11001,2020-05-21,-309.5,150.0
11001,2020-05-22,-431.5,146.0
11001,2020-05-23,-310.0,132.0
11001,2020-05-24,-157.5,141.0
11001,2020-05-25,-425.5,136.0
11001,2020-05-26,-156.5,129.0
11001,2020-05-27,-421.0,122.0
11001,2020-05-28,-421.5,101.0
11001,2020-05-29,-415.0,92.0
11001,2020-05-30,-411.5,107.0
11001,2020-05-31,-404.0,99.0
11001,2020-06-01,-40.0,90.0
11001,2020-06-02,-398.5,79.0
11001,2020-06-03,-390.0,87.0
11001,2020-06-04,-385.0,90.0
11001,2020-06-05,-385.0,94.0
11001,2020-06-06,-380.5,79.0
11001,2020-06-07,-374.5,76.0
11001,2020-06-08,-366.0,76.0
11001,2020-06-09,-359.0,84.0
11001,2020-06-10,-360.5,74.0
11001,2020-06-11,-360.0,67.0
11001,2020-06-12,-352.0,65.0
11001,2020-06-13,-353.5,63.0
11001,2020-06-14,-356.0,62.0
11001,2020-06-15,-357.5,59.0
11001,2020-06-16,-355.5,49.0
11001,2020-06-17,-362.0,44.0
11001,2020-06-18,-358.5,45.0
11001,2020-06-19,-124.5,43.0
11001,2020-06-20,-365.0,39.0
11001,2020-06-21,-364.0,36.0
11001,2020-06-22,-274.0,37.0
11001,2020-06-23,-272.5,39.0
11001,2020-06-24,-356.0,40.0
11001,2020-06-25,-256.5,37.0
11001,2020-06-26,-125.0,33.0
11001,2020-06-27,-350.5,33.0
11001,2020-06-28,-352.5,33.0
11001,2020-06-29,-346.5,33.0
11001,2020-06-30,-344.0,33.0
11001,2020-07-01,-339.0,34.0
11001,2020-07-02,-325.5,33.0
11001,2020-07-03,-324.0,36.0
11001,2020-07-04,-327.5,33.0
11001,2020-07-05,-115.5,33.0
11001,2020-07-06,-329.0,32.0
11001,2020-07-07,-332.5,35.0
11001,2020-07-08,-337.5,40.0
11001,2020-07-09,-346.5,41.0
11001,2020-07-10,-348.0,44.0
11001,2020-07-11,-344.0,51.0
11001,2020-07-12,-343.5,52.0
11001,2020-07-13,-340.0,56.0
11001,2020-07-14,-336.5,54.0
11001,2020-07-15,-337.5,55.0
11001,2020-07-16,-337.5,57.0
11001,2020-07-17,-336.0,53.0
11001,2020-07-18,-336.0,56.0
11001,2020-07-19,-337.5,59.0
11001,2020-07-20,-342.5,62.0
11001,2020-07-21,-345.0,69.0
11001,2020-07-22,-355.0,72.0
11001,2020-07-23,-354.0,71.0
11001,2020-07-24,-357.0,76.0
11001,2020-07-25,-356.5,75.0
11001,2020-07-26,-355.0,74.0
11001,2020-07-27,-352.5,74.0
11001,2020-07-28,-353.0,74.0
11001,2020-07-29,-343.5,67.0
11001,2020-07-30,-347.0,69.0
11001,2020-07-31,-348.0,68.0
11001,2020-08-01,-252.0,70.0
11001,2020-08-02,-344.0,71.0
11001,2020-08-03,-345.0,65.0
11001,2020-08-04,-351.5,65.0
11001,2020-08-05,-348.0,63.0
11001,2020-08-06,-347.0,66.0
11001,2020-08-07,-34.5,66.0
11001,2020-08-08,-131.0,64.0
11001,2020-08-09,-132.5,68.0
11001,2020-08-10,-348.0,71.0
11001,2020-08-11,-246.0,71.0
11001,2020-08-12,-133.5,74.0
11001,2020-08-13,-353.5,72.0
11001,2020-08-14,-353.5,76.0
11001,2020-08-15,-356.0,72.0
11001,2020-08-16,-360.0,67.0
11001,2020-08-17,-361.5,67.0
11001,2020-08-18,-360.0,61.0
11001,2020-08-19,-358.5,56.0
11001,2020-08-20,-352.0,55.0
11001,2020-08-21,-350.0,50.0
11001,2020-08-22,-252.5,54.0
11001,2020-08-23,-125.5,53.0
11001,2020-08-24,-124.5,52.0
11001,2020-08-25,-343.0,51.0
11001,2020-08-26,-338.0,53.0
11001,2020-08-27,-246.5,55.0
11001,2020-08-28,-244.0,55.0
11001,2020-08-29,-327.5,56.0
11001,2020-08-30,-320.0,53.0
11001,2020-08-31,-326.0,50.0
11001,2020-09-01,-319.0,52.0
11001,2020-09-02,-115.0,51.0
11001,2020-09-03,-329.0,49.0
11001,2020-09-04,-33.0,48.0
11001,2020-09-05,-326.0,45.0
11001,2020-09-06,-328.0,46.0
11001,2020-09-07,-327.0,46.0
11001,2020-09-08,-333.0,45.0
11001,2020-09-09,-125.5,44.0
11001,2020-09-10,-350.0,40.0
11001,2020-09-11,-254.5,44.0
11001,2020-09-12,-356.5,45.0
11001,2020-09-13,-360.0,45.0
11001,2020-09-14,-354.0,44.0
11001,2020-09-15,-353.0,46.0
11001,2020-09-16,-345.5,51.0
11001,2020-09-17,-340.0,54.0
11001,2020-09-18,-338.0,51.0
11001,2020-09-19,-333.5,50.0
11001,2020-09-20,-332.0,52.0
11001,2020-09-21,-331.0,51.0
11001,2020-09-22,-330.5,48.0
11001,2020-09-23,-330.0,44.0
11001,2020-09-24,-240.0,45.0
11001,2020-09-25,-328.0,44.0
11001,2020-09-26,-330.5,45.0
11001,2020-09-27,-233.0,42.0
11001,2020-09-28,-234.0,41.0
11001,2020-09-29,-125.0,40.0
11001,2020-09-30,-24.5,39.0
11001,2020-10-01,-331.5,36.0
11001,2020-10-02,-326.5,37.0
11001,2020-10-03,-322.0,37.0
11001,2020-10-04,-319.0,38.0
11001,2020-10-05,-110.0,40.0
11001,2020-10-06,-312.5,50.0
11001,2020-10-07,-312.5,53.0
11001,2020-10-08,-315.5,58.0
11001,2020-10-09,-319.0,60.0
11001,2020-10-10,-325.0,64.0
11001,2020-10-11,-337.0,66.0
11001,2020-10-12,-351.5,68.0
11001,2020-10-13,-341.0,59.0
11001,2020-10-14,-340.5,62.0
11001,2020-10-15,-239.0,57.0
11001,2020-10-16,-344.0,59.0
11001,2020-10-17,-240.5,59.0
11001,2020-10-18,-245.0,55.0
11001,2020-10-19,-334.0,53.0
11001,2020-10-20,-333.5,54.0
11001,2020-10-21,-336.0,52.0
11001,2020-10-22,-337.5,53.0
11001,2020-10-23,-331.5,51.0
11001,2020-10-24,-122.0,53.0
11001,2020-10-25,-341.5,57.0
11001,2020-10-26,-340.5,60.0
11001,2020-10-27,-340.0,66.0
11001,2020-10-28,-239.5,68.0
11001,2020-10-29,-133.0,77.0
11001,2020-10-30,-352.5,76.0
11001,2020-10-31,-257.0,80.0
11001,2020-11-01,-350.5,86.0
11001,2020-11-02,-347.0,89.0
11001,2020-11-03,-121.5,88.0
11001,2020-11-04,-350.0,90.0
11001,2020-11-05,-340.0,87.0
11001,2020-11-06,-345.0,93.0
11001,2020-11-07,-344.5,89.0
11001,2020-11-08,-335.0,90.0
11001,2020-11-09,-338.5,93.0
11001,2020-11-10,-343.0,93.0
11001,2020-11-11,-353.5,111.0
11001,2020-11-12,-349.0,118.0
11001,2020-11-13,-346.5,125.0
11001,2020-11-14,-348.5,132.0
11001,2020-11-15,-356.0,139.0
11001,2020-11-16,-358.5,140.0
11001,2020-11-17,-119.0,162.0
11001,2020-11-18,-118.0,155.0
11001,2020-11-19,-361.0,167.0
11001,2020-11-20,-360.5,163.0
11001,2020-11-21,-362.0,164.0
11001,2020-11-22,-112.0,168.0
11001,2020-11-23,-355.5,175.0
11001,2020-11-24,-342.5,157.0
11001,2020-11-25,-318.5,150.0
11001,2020-11-26,-375.0,151.0
11001,2020-11-27,-366.5,161.0
11001,2020-11-28,-112.0,192.0
11001,2020-11-29,-369.0,185.0
11001,2020-11-30,-375.0,180.0
11001,2020-12-01,-271.0,182.0
11001,2020-12-02,-384.0,189.0
11001,2020-12-03,-381.5,204.0
11001,2020-12-04,-388.0,220.0
11001,2020-12-05,-270.5,223.0
11001,2020-12-06,-383.5,241.0
11001,2020-12-07,-376.5,252.0
11001,2020-12-08,-149.0,272.0
11001,2020-12-09,-273.0,287.0
11001,2020-12-10,-391.0,276.0
11001,2020-12-11,-390.0,268.0
11001,2020-12-12,-385.0,253.0
11001,2020-12-13,-269.0,248.0
11001,2020-12-14,-39.0,246.0
11001,2020-12-15,-270.5,250.0
11001,2020-12-16,-161.0,250.0
11001,2020-12-17,-403.5,247.0
11001,2020-12-18,-406.0,250.0
11001,2020-12-19,-284.5,243.0
11001,2020-12-20,-416.0,247.0
11001,2020-12-21,-279.0,243.0
11001,2020-12-22,-277.0,223.0
11001,2020-12-23,-365.0,232.0
11001,2020-12-24,-276.0,229.0
11001,2020-12-25,-450.5,190.0
11001,2020-12-26,-423.0,195.0
11001,2020-12-27,-437.0,229.0
11001,2020-12-28,-188.0,229.0
11001,2020-12-29,-193.5,234.0
11001,2020-12-30,-433.0,219.0
11001,2020-12-31,-434.0,221.0
11001,2021-01-01,-490.0,259.0
11001,2021-01-02,-471.5,257.0
11001,2021-01-03,-471.0,223.0
11001,2021-01-04,-467.5,223.0
11001,2021-01-05,-464.0,233.0
11001,2021-01-06,-455.0,246.0
11001,2021-01-07,-454.0,252.0
11001,2021-01-08,-297.5,265.0
11001,2021-01-09,-424.0,278.0
11001,2021-01-10,-161.0,290.0
11001,2021-01-11,-417.5,298.0
11001,2021-01-12,-420.0,322.0
11001,2021-01-13,-416.0,303.0
11001,2021-01-14,-417.0,296.0
11001,2021-01-15,-419.5,290.0
11001,2021-01-16,-423.5,297.0
11001,2021-01-17,-430.0,294.0
11001,2021-01-18,-438.0,291.0
11001,2021-01-19,-185.5,262.0
11001,2021-01-20,-466.5,258.0
11001,2021-01-21,-466.5,256.0
11001,2021-01-22,-462.5,252.0
11001,2021-01-23,-460.0,220.0
11001,2021-01-24,-191.0,207.0
11001,2021-01-25,-451.5,210.0
11001,2021-01-26,-453.0,206.0
11001,2021-01-27,-175.5,209.0
11001,2021-01-28,-178.0,217.0
11001,2021-01-29,-177.0,216.0
11001,2021-01-30,-420.0,226.0
11001,2021-01-31,-441.0,224.0
11001,2021-02-01,-455.0,215.0
11001,2021-02-02,-19.0,205.0
11001,2021-02-03,-459.0,191.0
11001,2021-02-04,-452.5,176.0
11001,2021-02-05,-183.0,174.0
11001,2021-02-06,-450.0,174.0
11001,2021-02-07,-436.5,166.0
11001,2021-02-08,-421.0,161.0
11001,2021-02-09,-158.0,163.0
11001,2021-02-10,-156.0,164.0
11001,2021-02-11,-413.0,167.0
11001,2021-02-12,-294.0,148.0
11001,2021-02-13,-438.0,131.0
11001,2021-02-14,-422.5,126.0
11001,2021-02-15,-425.0,124.0
11001,2021-02-16,-427.5,121.0
11001,2021-02-17,-423.0,119.0
11001,2021-02-18,-445.5,110.0
11001,2021-02-19,-456.5,113.0
11001,2021-02-20,-446.5,108.0
11001,2021-02-21,-450.0,104.0
11001,2021-02-22,-453.0,108.0
11001,2021-02-23,-448.0,102.0
11001,2021-02-24,-185.5,109.0
11001,2021-02-25,-411.5,117.0
11001,2021-02-26,-399.0,118.0
11001,2021-02-27,-393.5,132.0
11001,2021-02-28,-283.0,136.0
11001,2021-03-01,-393.0,133.0
11001,2021-03-02,-393.0,132.0
11001,2021-03-03,-392.0,125.0
11001,2021-03-04,-392.0,127.0
11001,2021-03-05,-392.5,120.0
11001,2021-03-06,-390.5,114.0
11001,2021-03-07,-375.0,117.0
11001,2021-03-08,-266.5,128.0
11001,2021-03-09,-371.0,163.0
11001,2021-03-10,-370.0,170.0
11001,2021-03-11,-259.5,159.0
11001,2021-03-12,-136.0,166.0
11001,2021-03-13,-350.0,166.0
11001,2021-03-14,-250.0,156.0
11001,2021-03-15,-343.0,149.0
11001,2021-03-16,-347.5,117.0
11001,2021-03-17,-350.0,115.0
11001,2021-03-18,-362.5,109.0
11001,2021-03-19,-365.0,107.0
11001,2021-03-20,-365.0,106.0
11001,2021-03-21,-363.0,103.0
11001,2021-03-22,-359.5,109.0
11001,2021-03-23,-137.5,108.0
11001,2021-03-24,-145.0,112.0
11001,2021-03-25,-252.0,111.0
11001,2021-03-26,-348.5,113.0
11001,2021-03-27,-132.0,125.0
11001,2021-03-28,-252.0,135.0
11001,2021-03-29,-251.0,124.0
11001,2021-03-30,-136.5,132.0
11001,2021-03-31,-340.0,131.0
11001,2021-04-01,-336.0,141.0
11001,2021-04-02,-240.0,140.0
11001,2021-04-03,-326.0,126.0
11001,2021-04-04,-310.0,123.0
11001,2021-04-05,-302.5,123.0
11001,2021-04-06,-302.0,117.0
11001,2021-04-07,-288.0,116.0
11001,2021-04-08,-285.0,120.0
11001,2021-04-09,-292.5,118.0
11001,2021-04-10,-302.0,119.0
11001,2021-04-11,-303.0,113.0
11001,2021-04-12,-312.0,113.0
11001,2021-04-13,-317.5,112.0
11001,2021-04-14,-332.0,126.0
11001,2021-04-15,-129.5,117.0
11001,2021-04-16,-130.0,116.0
11001,2021-04-17,-339.0,117.0
11001,2021-04-18,-340.0,119.0
11001,2021-04-19,-240.5,120.0
11001,2021-04-20,-129.5,122.0
11001,2021-04-21,-327.5,105.0
11001,2021-04-22,-128.0,104.0
11001,2021-04-23,-326.5,99.0
11001,2021-04-24,-328.5,91.0
11001,2021-04-25,-331.0,94.0
11001,2021-04-26,-228.0,91.0
11001,2021-04-27,-328.5,86.0
11001,2021-04-28,-321.5,85.0
11001,2021-04-29,-231.5,82.0
11001,2021-04-30,-231.0,79.0
11001,2021-05-01,-308.5,83.0
11001,2021-05-02,-301.5,76.0
11001,2021-05-03,-302.0,75.0
11001,2021-05-04,-30.5,74.0
11001,2021-05-05,-30.5,73.0
11001,2021-05-06,-300.0,67.0
11001,2021-05-07,-300.5,63.0
11001,2021-05-08,-107.0,52.0
11001,2021-05-09,-301.5,46.0
11001,2021-05-10,-225.0,42.0
11001,2021-05-11,-300.0,42.0
11001,2021-05-12,-300.0,42.0
11001,2021-05-13,-106.0,46.0
11001,2021-05-14,-294.0,41.0
11001,2021-05-15,-294.0,52.0
11001,2021-05-16,-299.0,52.0
11001,2021-05-17,-294.0,56.0
11001,2021-05-18,-290.0,48.0
11001,2021-05-19,-286.0,43.0
11001,2021-05-20,-28.5,37.0
11001,2021-05-21,-280.5,38.0
11001,2021-05-22,-280.0,28.0
11001,2021-05-23,-96.0,29.0
11001,2021-05-24,-280.0,25.0
11001,2021-05-25,-279.0,27.0
11001,2021-05-26,-284.0,27.0
11001,2021-05-27,-205.0,26.0
11001,2021-05-28,-286.5,30.0
11001,2021-05-29,-295.0,24.0
11001,2021-05-30,-210.0,21.0
11001,2021-05-31,-287.5,19.0
11001,2021-06-01,-286.0,28.0
11001,2021-06-02,-280.0,27.0
11001,2021-06-03,-282.0,28.0
11001,2021-06-04,-275.5,24.0
11001,2021-06-05,-263.0,24.0
11001,2021-06-06,-90.5,24.0
11001,2021-06-07,-257.5,30.0
11001,2021-06-08,-87.0,17.0
11001,2021-06-09,-258.0,17.0
11001,2021-06-10,-261.0,16.0
11001,2021-06-11,-269.0,13.0
11001,2021-06-12,-262.0,13.0
11001,2021-06-13,-258.5,13.0
11001,2021-06-14,-25.5,10.0
11001,2021-06-15,-251.0,13.0
11001,2021-06-16,-244.0,14.0
11001,2021-06-17,-234.0,12.0
11001,2021-06-18,-22.0,12.0
11001,2021-06-19,-225.0,12.0
11001,2021-06-20,-224.5,12.0
11001,2021-06-21,-231.0,10.0
11001,2021-06-22,-88.5,9.0
11001,2021-06-23,-242.5,9.0
11001,2021-06-24,-245.0,9.0
11001,2021-06-25,-180.5,9.0
11001,2021-06-26,-25.0,9.0
11001,2021-06-27,-253.5,9.0
11001,2021-06-28,-248.0,10.0
11001,2021-06-29,-243.0,10.0
11001,2021-06-30,-246.0,7.0
11001,2021-07-01,-247.0,9.0
11001,2021-07-02,-239.0,10.0
11001,2021-07-03,-226.5,10.0
11001,2021-07-04,-202.0,10.0
11001,2021-07-05,-70.0,9.0
11001,2021-07-06,-66.0,10.0
11001,2021-07-07,-649.5,13.0
11001,2021-07-08,-652.5,10.0
11001,2021-07-09,-218.0,11.0
11001,2021-07-10,-224.0,11.0
11001,2021-07-11,-246.0,11.0
11001,2021-07-12,-238.0,21.0
11001,2021-07-13,-235.5,17.0
11001,2021-07-14,-235.0,22.0
11001,2021-07-15,-228.5,26.0
11001,2021-07-16,-223.5,28.0
11001,2021-07-17,-226.0,28.0
11001,2021-07-18,-167.5,28.0
11001,2021-07-19,-221.0,38.0
11001,2021-07-20,-220.0,42.0
11001,2021-07-21,-218.0,41.0
11001,2021-07-22,-217.5,45.0
11001,2021-07-23,-219.0,46.0
11001,2021-07-24,-222.5,46.0
11001,2021-07-25,-226.5,46.0
11001,2021-07-26,-85.5,52.0
11001,2021-07-27,-229.5,48.0
11001,2021-07-28,-231.5,59.0
11001,2021-07-29,-88.5,57.0
11001,2021-07-30,-233.5,61.0
11001,2021-07-31,-166.5,61.0
11001,2021-08-01,-234.5,61.0
11001,2021-08-02,-229.0,79.0
11001,2021-08-03,-227.0,91.0
11001,2021-08-04,-223.0,84.0
11001,2021-08-05,-154.5,92.0
11001,2021-08-06,-156.0,101.0
11001,2021-08-07,-218.5,101.0
11001,2021-08-08,-203.5,101.0
11001,2021-08-09,-80.0,125.0
11001,2021-08-10,-219.0,132.0
11001,2021-08-11,-225.0,142.0
11001,2021-08-12,-234.0,147.0
11001,2021-08-13,-170.0,157.0
11001,2021-08-14,-94.5,157.0
11001,2021-08-15,-24.5,157.0
11001,2021-08-16,-248.0,170.0
11001,2021-08-17,-171.5,160.0
11001,2021-08-18,-244.0,141.0
11001,2021-08-19,-246.5,165.0
11001,2021-08-20,-250.0,163.0
11001,2021-08-21,-251.0,163.0
11001,2021-08-22,-256.5,163.0
11001,2021-08-23,-97.5,160.0
11001,2021-08-24,-252.5,170.0
11001,2021-08-25,-250.0,188.0
11001,2021-08-26,-250.0,172.0
11001,2021-08-27,-177.0,173.0
11001,2021-08-28,-238.5,173.0
11001,2021-08-29,-174.0,173.0
11001,2021-08-30,-84.5,194.0
11001,2021-08-31,-168.0,200.0
11001,2021-09-01,-84.5,202.0
11001,2021-09-02,-222.5,193.0
11001,2021-09-03,-211.0,195.0
11001,2021-09-04,-211.5,195.0
11001,2021-09-05,-204.5,195.0
11001,2021-09-06,-211.5,95.0
11001,2021-09-07,-215.0,163.0
11001,2021-09-08,-207.5,161.0
11001,2021-09-09,-65.0,163.0
11001,2021-09-10,-216.5,150.0
11001,2021-09-11,-216.5,150.0
11001,2021-09-12,-78.0,150.0
11001,2021-09-13,-215.0,265.0
11001,2021-09-14,-212.0,225.0
11001,2021-09-15,-207.0,249.0
11001,2021-09-16,-212.0,256.0
11001,2021-09-17,-214.5,269.0
11001,2021-09-18,-73.5,269.0
11001,2021-09-19,-211.0,269.0
11001,2021-09-20,-212.5,256.0
11001,2021-09-21,-75.0,224.0
11001,2021-09-22,-227.0,201.0
11001,2021-09-23,-223.5,196.0
11001,2021-09-24,-218.0,193.0
11001,2021-09-25,-158.5,193.0
11001,2021-09-26,-220.0,193.0
11001,2021-09-27,-218.5,173.0
11001,2021-09-28,-220.0,169.0
11001,2021-09-29,-207.5,164.0
11001,2021-09-30,-201.0,162.0
11001,2021-10-01,-199.0,161.0
11001,2021-10-02,-193.5,161.0
11001,2021-10-03,-609.5,161.0
11001,2021-10-04,-141.0,146.0
11001,2021-10-05,-557.0,138.0
11001,2021-10-06,-574.0,140.0
11001,2021-10-07,-457.0,135.0
11001,2021-10-08,-630.0,134.0
11001,2021-10-09,-202.5,134.0
11001,2021-10-10,-211.5,134.0
11001,2021-10-11,-221.0,68.0
11001,2021-10-12,-83.5,120.0
11001,2021-10-13,-219.0,110.0
11001,2021-10-14,-215.0,108.0
11001,2021-10-15,-211.0,101.0
11001,2021-10-16,-150.0,101.0
11001,2021-10-17,-212.0,101.0
11001,2021-10-18,-148.5,148.0
11001,2021-10-19,-146.0,92.0
11001,2021-10-20,-205.0,93.0
11001,2021-10-21,-207.5,89.0
11001,2021-10-22,-21.0,87.0
11001,2021-10-23,-207.0,87.0
11001,2021-10-24,-207.5,87.0
11001,2021-10-25,-80.0,82.0
11001,2021-10-26,-214.5,82.0
11001,2021-10-27,-211.0,84.0
11001,2021-10-28,-21.0,91.0
11001,2021-10-29,-226.5,93.0
11001,2021-10-30,-159.0,93.0
11001,2021-10-31,-220.5,93.0
11001,2021-11-01,-215.0,84.0
11001,2021-11-02,-82.5,89.0
11001,2021-11-03,-224.5,87.0
11001,2021-11-04,-226.0,86.0
11001,2021-11-05,-210.0,80.0
11001,2021-11-06,-211.0,80.0
11001,2021-11-07,-211.0,80.0
11001,2021-11-08,-210.0,83.0
11001,2021-11-09,-201.5,79.0
11001,2021-11-10,-202.5,80.0
11001,2021-11-11,-208.0,64.0
11001,2021-11-12,-63.5,82.0
11001,2021-11-13,-217.0,82.0
11001,2021-11-14,-221.5,82.0
11001,2021-11-15,-226.0,82.0
11001,2021-11-16,-229.5,88.0
11001,2021-11-17,-231.0,91.0
11001,2021-11-18,-226.0,104.0
11001,2021-11-19,-87.5,94.0
11001,2021-11-20,-228.5,94.0
11001,2021-11-21,-87.5,94.0
11001,2021-11-22,-222.5,103.0
11001,2021-11-23,-214.0,104.0
11001,2021-11-24,-150.0,102.0
11001,2021-11-25,-182.0,89.0
11001,2021-11-26,-273.5,69.0
11001,2021-11-27,-292.0,69.0
11001,2021-11-28,-305.0,69.0
11001,2021-11-29,-316.0,73.0
11001,2021-11-30,-220.5,68.0
11001,2021-12-01,-342.5,77.0
11001,2021-12-02,-127.0,95.0
11001,2021-12-03,-266.0,131.0
11001,2021-12-04,-241.0,131.0
11001,2021-12-05,-231.5,131.0
11001,2021-12-06,-162.5,163.0
11001,2021-12-07,-225.0,175.0
11001,2021-12-08,-232.5,174.0
11001,2021-12-09,-238.5,184.0
11001,2021-12-10,-239.5,182.0
11001,2021-12-11,-244.0,182.0
11001,2021-12-12,-96.5,182.0
11001,2021-12-13,-243.5,101.0
11001,2021-12-14,-167.5,201.0
11001,2021-12-15,-235.0,229.0
11001,2021-12-16,-23.0,274.0
11001,2021-12-17,-233.0,360.0
11001,2021-12-18,-237.5,360.0
11001,2021-12-19,-95.0,360.0
11001,2021-12-20,-243.0,897.0
11001,2021-12-21,-175.0,942.0
11001,2021-12-22,-250.0,1113.0
11001,2021-12-23,-248.0,1313.0
11001,2021-12-24,-264.0,1192.0
11001,2021-12-25,-333.0,1192.0
11001,2021-12-26,-350.0,1192.0
11001,2021-12-27,-360.5,1969.0
11001,2021-12-28,-364.5,2071.0
11001,2021-12-29,-368.5,2055.0
11001,2021-12-30,-372.5,2103.0
11001,2021-12-31,-366.0,2103.0
11001,2022-01-01,-338.5,2103.0
11001,2022-01-02,-330.0,2103.0
11001,2022-01-03,-371.0,2103.0
11001,2022-01-04,-391.5,2123.0
11001,2022-01-05,-397.5,2111.0
11001,2022-01-06,-403.5,1975.0
11001,2022-01-07,-425.5,2251.0
11001,2022-01-08,-402.0,2251.0
11001,2022-01-09,-172.0,2251.0
24009,2020-02-24,-119.5,0.0
24009,2020-02-25,78.5,0.0
24009,2020-02-26,64.5,0.0
24009,2020-02-27,100.0,0.0
24009,2020-02-28,121.5,0.0
24009,2020-02-29,227.5,0.0
24009,2020-03-01,164.5,0.0
24009,2020-03-02,214.5,0.0
24009,2020-03-03,278.0,0.0
24009,2020-03-04,328.0,0.0
24009,2020-03-05,-353.5,0.0
24009,2020-03-06,328.0,0.0
24009,2020-03-07,71.5,0.0
24009,2020-03-08,371.0,0.0
24009,2020-03-09,321.0,0.0
24009,2020-03-10,164.0,0.0
24009,2020-03-11,357.0000000133,0.0
24009,2020-03-12,408.5,0.0
24009,2020-03-13,800.0,0.0
24009,2020-03-14,397.0,0.0
24009,2020-03-15,409.5,0.0
24009,2020-03-16,278.5,0.0
24009,2020-03-17,140.5,0.0
24009,2020-03-18,-30.0,0.0
24009,2020-03-19,-254.0,0.0
24009,2020-03-20,-57.5,0.0
24009,2020-03-21,-68.0,0.0
24009,2020-03-22,146.0,0.0
24009,2020-03-23,-329.0,0.0
24009,2020-03-24,-342.5,0.0
24009,2020-03-25,-147.5,0.0
24009,2020-03-26,-75.0,1.0
24009,2020-03-27,-247.5,1.0
24009,2020-03-28,-274.0,1.0
24009,2020-03-29,-284.5,2.0
24009,2020-03-30,-264.0,1.0
24009,2020-03-31,-286.5,2.0
24009,2020-04-01,-295.5,2.0
24009,2020-04-02,-307.5,2.0
24009,2020-04-03,-312.5,3.0
24009,2020-04-04,-316.0,3.0
24009,2020-04-05,-322.0,4.0
24009,2020-04-06,-353.5,4.0
24009,2020-04-07,-145.5,4.0
24009,2020-04-08,-33.0,5.0
24009,2020-04-09,-325.0,6.0
24009,2020-04-10,-149.5,7.0
24009,2020-04-11,-298.5,7.0
24009,2020-04-12,-316.0,7.0
24009,2020-04-13,-325.5,8.0
