countyfips,date,revenue_all,yoy_change,year,month,yearmonth,day,Date
11001,2020-01-11 00:00:00,0.0302,,2020,01,2020-01,11,2020-01-11
24009,2020-01-11 00:00:00,0.0136,,2020,01,2020-01,11,2020-01-11
24017,2020-01-11 00:00:00,0.081,,2020,01,2020-01,11,2020-01-11
24021,2020-01-11 00:00:00,-0.0298,,2020,01,2020-01,11,2020-01-11
24031,2020-01-11 00:00:00,-0.0524,,2020,01,2020-01,11,2020-01-11
24033,2020-01-11 00:00:00,-0.0701,,2020,01,2020-01,11,2020-01-11
24037,2020-01-11 00:00:00,-0.0487,,2020,01,2020-01,11,2020-01-11
51013,2020-01-11 00:00:00,0.317,,2020,01,2020-01,11,2020-01-11
51059,2020-01-11 00:00:00,-0.0050100000000000006,,2020,01,2020-01,11,2020-01-11
51061,2020-01-11 00:00:00,-0.0615,,2020,01,2020-01,11,2020-01-11
51107,2020-01-11 00:00:00,-0.0483,,2020,01,2020-01,11,2020-01-11
51153,2020-01-11 00:00:00,-0.0407,,2020,01,2020-01,11,2020-01-11
51187,2020-01-11 00:00:00,0.0464,,2020,01,2020-01,11,2020-01-11
51510,2020-01-11 00:00:00,0.147,,2020,01,2020-01,11,2020-01-11
51610,2020-01-11 00:00:00,-0.0736,,2020,01,2020-01,11,2020-01-11
51683,2020-01-11 00:00:00,-0.305,,2020,01,2020-01,11,2020-01-11
11001,2020-01-18 00:00:00,0.0518,,2020,01,2020-01,18,2020-01-18
24009,2020-01-18 00:00:00,0.0502,,2020,01,2020-01,18,2020-01-18
24017,2020-01-18 00:00:00,-0.0426,,2020,01,2020-01,18,2020-01-18
24021,2020-01-18 00:00:00,-0.172,,2020,01,2020-01,18,2020-01-18
24031,2020-01-18 00:00:00,0.0941,,2020,01,2020-01,18,2020-01-18
24033,2020-01-18 00:00:00,0.0132,,2020,01,2020-01,18,2020-01-18
24037,2020-01-18 00:00:00,-0.0179,,2020,01,2020-01,18,2020-01-18
51013,2020-01-18 00:00:00,-0.107,,2020,01,2020-01,18,2020-01-18
51059,2020-01-18 00:00:00,0.055,,2020,01,2020-01,18,2020-01-18
51061,2020-01-18 00:00:00,0.0819,,2020,01,2020-01,18,2020-01-18
51107,2020-01-18 00:00:00,-0.0476,,2020,01,2020-01,18,2020-01-18
51153,2020-01-18 00:00:00,0.0375,,2020,01,2020-01,18,2020-01-18
51187,2020-01-18 00:00:00,-0.0063,,2020,01,2020-01,18,2020-01-18
51510,2020-01-18 00:00:00,0.0865,,2020,01,2020-01,18,2020-01-18
51610,2020-01-18 00:00:00,0.0453,,2020,01,2020-01,18,2020-01-18
51683,2020-01-18 00:00:00,0.327,,2020,01,2020-01,18,2020-01-18
11001,2020-01-25 00:00:00,-0.0529,,2020,01,2020-01,25,2020-01-25
24009,2020-01-25 00:00:00,-0.0648,,2020,01,2020-01,25,2020-01-25
24017,2020-01-25 00:00:00,-0.0516,,2020,01,2020-01,25,2020-01-25
24021,2020-01-25 00:00:00,0.0803,,2020,01,2020-01,25,2020-01-25
24031,2020-01-25 00:00:00,0.000102,,2020,01,2020-01,25,2020-01-25
24033,2020-01-25 00:00:00,0.0083,,2020,01,2020-01,25,2020-01-25
24037,2020-01-25 00:00:00,-0.0729,,2020,01,2020-01,25,2020-01-25
51013,2020-01-25 00:00:00,-0.277,,2020,01,2020-01,25,2020-01-25
51059,2020-01-25 00:00:00,-0.0401,,2020,01,2020-01,25,2020-01-25
51061,2020-01-25 00:00:00,-0.0408,,2020,01,2020-01,25,2020-01-25
51107,2020-01-25 00:00:00,0.0215,,2020,01,2020-01,25,2020-01-25
51153,2020-01-25 00:00:00,0.0852,,2020,01,2020-01,25,2020-01-25
51187,2020-01-25 00:00:00,-0.151,,2020,01,2020-01,25,2020-01-25
51510,2020-01-25 00:00:00,-0.237,,2020,01,2020-01,25,2020-01-25
51610,2020-01-25 00:00:00,-0.0768,,2020,01,2020-01,25,2020-01-25
51683,2020-01-25 00:00:00,-0.0568,,2020,01,2020-01,25,2020-01-25
11001,2020-02-01 00:00:00,-0.0164,,2020,02,2020-02,01,2020-02-01
24009,2020-02-01 00:00:00,-0.0107,,2020,02,2020-02,01,2020-02-01
24017,2020-02-01 00:00:00,-0.13,,2020,02,2020-02,01,2020-02-01
24021,2020-02-01 00:00:00,0.0907,,2020,02,2020-02,01,2020-02-01
24031,2020-02-01 00:00:00,-0.065,,2020,02,2020-02,01,2020-02-01
24033,2020-02-01 00:00:00,-0.00275,,2020,02,2020-02,01,2020-02-01
24037,2020-02-01 00:00:00,0.096,,2020,02,2020-02,01,2020-02-01
51013,2020-02-01 00:00:00,-0.327,,2020,02,2020-02,01,2020-02-01
51059,2020-02-01 00:00:00,-0.046,,2020,02,2020-02,01,2020-02-01
51061,2020-02-01 00:00:00,-0.0605,,2020,02,2020-02,01,2020-02-01
51107,2020-02-01 00:00:00,-0.0709,,2020,02,2020-02,01,2020-02-01
51153,2020-02-01 00:00:00,-0.171,,2020,02,2020-02,01,2020-02-01
51187,2020-02-01 00:00:00,0.102,,2020,02,2020-02,01,2020-02-01
51510,2020-02-01 00:00:00,-0.0761,,2020,02,2020-02,01,2020-02-01
51610,2020-02-01 00:00:00,-0.0793,,2020,02,2020-02,01,2020-02-01
51683,2020-02-01 00:00:00,0.0368,,2020,02,2020-02,01,2020-02-01
11001,2020-02-08 00:00:00,0.018000000000000002,-0.4039735099337748,2020,02,2020-02,08,2020-02-08
24009,2020-02-08 00:00:00,0.133,8.779411764705884,2020,02,2020-02,08,2020-02-08
24017,2020-02-08 00:00:00,-0.107,-2.3209876543209873,2020,02,2020-02,08,2020-02-08
24021,2020-02-08 00:00:00,-0.0553,0.8557046979865772,2020,02,2020-02,08,2020-02-08
24031,2020-02-08 00:00:00,-0.00748,-0.8572519083969465,2020,02,2020-02,08,2020-02-08
24033,2020-02-08 00:00:00,0.006,-1.0855920114122681,2020,02,2020-02,08,2020-02-08
24037,2020-02-08 00:00:00,0.0636,-2.3059548254620124,2020,02,2020-02,08,2020-02-08
51013,2020-02-08 00:00:00,-0.0519,-1.1637223974763407,2020,02,2020-02,08,2020-02-08
51059,2020-02-08 00:00:00,-0.0406,7.103792415169659,2020,02,2020-02,08,2020-02-08
51061,2020-02-08 00:00:00,-0.163,1.6504065040650406,2020,02,2020-02,08,2020-02-08
51107,2020-02-08 00:00:00,-0.0136,-0.7184265010351967,2020,02,2020-02,08,2020-02-08
51153,2020-02-08 00:00:00,-0.0508,0.24815724815724804,2020,02,2020-02,08,2020-02-08
51187,2020-02-08 00:00:00,-0.0862,-2.8577586206896552,2020,02,2020-02,08,2020-02-08
51510,2020-02-08 00:00:00,0.329,1.2380952380952381,2020,02,2020-02,08,2020-02-08
51610,2020-02-08 00:00:00,-0.115,0.5625,2020,02,2020-02,08,2020-02-08
51683,2020-02-08 00:00:00,-0.195,-0.360655737704918,2020,02,2020-02,08,2020-02-08
11001,2020-02-15 00:00:00,0.0121,-0.7664092664092664,2020,02,2020-02,15,2020-02-15
24009,2020-02-15 00:00:00,-0.0886,-2.764940239043825,2020,02,2020-02,15,2020-02-15
24017,2020-02-15 00:00:00,0.135,-4.169014084507042,2020,02,2020-02,15,2020-02-15
24021,2020-02-15 00:00:00,0.0382,-1.222093023255814,2020,02,2020-02,15,2020-02-15
24031,2020-02-15 00:00:00,-0.00279,-1.0296493092454835,2020,02,2020-02,15,2020-02-15
24033,2020-02-15 00:00:00,-0.0296,-3.2424242424242427,2020,02,2020-02,15,2020-02-15
24037,2020-02-15 00:00:00,0.1,-6.5865921787709505,2020,02,2020-02,15,2020-02-15
51013,2020-02-15 00:00:00,-0.26,1.429906542056075,2020,02,2020-02,15,2020-02-15
51059,2020-02-15 00:00:00,0.00921,-0.8325454545454546,2020,02,2020-02,15,2020-02-15
51061,2020-02-15 00:00:00,-0.233,-3.844932844932845,2020,02,2020-02,15,2020-02-15
51107,2020-02-15 00:00:00,-0.00285,-0.9401260504201681,2020,02,2020-02,15,2020-02-15
51153,2020-02-15 00:00:00,0.065,0.7333333333333334,2020,02,2020-02,15,2020-02-15
51187,2020-02-15 00:00:00,-0.369,57.57142857142857,2020,02,2020-02,15,2020-02-15
51510,2020-02-15 00:00:00,0.366,3.2312138728323703,2020,02,2020-02,15,2020-02-15
51610,2020-02-15 00:00:00,-0.0672,-2.483443708609271,2020,02,2020-02,15,2020-02-15
51683,2020-02-15 00:00:00,0.225,-0.3119266055045872,2020,02,2020-02,15,2020-02-15
11001,2020-02-22 00:00:00,-0.0134,-0.7466918714555766,2020,02,2020-02,22,2020-02-22
24009,2020-02-22 00:00:00,0.0193,-1.2978395061728396,2020,02,2020-02,22,2020-02-22
24017,2020-02-22 00:00:00,0.0449,-1.87015503875969,2020,02,2020-02,22,2020-02-22
24021,2020-02-22 00:00:00,0.0189,-0.7646326276463262,2020,02,2020-02,22,2020-02-22
24031,2020-02-22 00:00:00,0.0802,785.2745098039215,2020,02,2020-02,22,2020-02-22
24033,2020-02-22 00:00:00,-0.00221,-1.266265060240964,2020,02,2020-02,22,2020-02-22
24037,2020-02-22 00:00:00,0.253,-4.4705075445816185,2020,02,2020-02,22,2020-02-22
51013,2020-02-22 00:00:00,-0.173,-0.37545126353790625,2020,02,2020-02,22,2020-02-22
51059,2020-02-22 00:00:00,0.0781,-2.947630922693267,2020,02,2020-02,22,2020-02-22
51061,2020-02-22 00:00:00,-0.17600000000000002,3.313725490196078,2020,02,2020-02,22,2020-02-22
51107,2020-02-22 00:00:00,0.0477,1.2186046511627908,2020,02,2020-02,22,2020-02-22
51153,2020-02-22 00:00:00,0.0717,-0.15845070422535212,2020,02,2020-02,22,2020-02-22
51187,2020-02-22 00:00:00,-0.219,0.45033112582781465,2020,02,2020-02,22,2020-02-22
51510,2020-02-22 00:00:00,-0.0473,-0.80042194092827,2020,02,2020-02,22,2020-02-22
51610,2020-02-22 00:00:00,-0.101,0.31510416666666696,2020,02,2020-02,22,2020-02-22
51683,2020-02-22 00:00:00,-0.127,1.2359154929577465,2020,02,2020-02,22,2020-02-22
11001,2020-02-29 00:00:00,-0.183,10.158536585365853,2020,02,2020-02,29,2020-02-29
24009,2020-02-29 00:00:00,-0.0695,5.495327102803739,2020,02,2020-02,29,2020-02-29
24017,2020-02-29 00:00:00,-0.189,0.4538461538461538,2020,02,2020-02,29,2020-02-29
24021,2020-02-29 00:00:00,-0.104,-2.1466372657111354,2020,02,2020-02,29,2020-02-29
24031,2020-02-29 00:00:00,-0.0814,0.25230769230769234,2020,02,2020-02,29,2020-02-29
24033,2020-02-29 00:00:00,-0.0857,30.163636363636364,2020,02,2020-02,29,2020-02-29
24037,2020-02-29 00:00:00,0.0315,-0.671875,2020,02,2020-02,29,2020-02-29
51013,2020-02-29 00:00:00,-0.364,0.11314984709480114,2020,02,2020-02,29,2020-02-29
51059,2020-02-29 00:00:00,-0.0582,0.26521739130434785,2020,02,2020-02,29,2020-02-29
51061,2020-02-29 00:00:00,-0.227,2.7520661157024797,2020,02,2020-02,29,2020-02-29
51107,2020-02-29 00:00:00,-0.173,1.4400564174894215,2020,02,2020-02,29,2020-02-29
51153,2020-02-29 00:00:00,-0.18,0.05263157894736836,2020,02,2020-02,29,2020-02-29
51187,2020-02-29 00:00:00,-0.259,-3.53921568627451,2020,02,2020-02,29,2020-02-29
51510,2020-02-29 00:00:00,-0.122,0.6031537450722733,2020,02,2020-02,29,2020-02-29
51610,2020-02-29 00:00:00,-0.184,1.3203026481715008,2020,02,2020-02,29,2020-02-29
51683,2020-02-29 00:00:00,-0.205,-6.570652173913043,2020,02,2020-02,29,2020-02-29
11001,2020-03-07 00:00:00,-0.0938,-6.21111111111111,2020,03,2020-03,07,2020-03-07
24009,2020-03-07 00:00:00,0.0243,-0.8172932330827067,2020,03,2020-03,07,2020-03-07
24017,2020-03-07 00:00:00,-0.0864,-0.19252336448598129,2020,03,2020-03,07,2020-03-07
24021,2020-03-07 00:00:00,0.0323,-1.5840867992766727,2020,03,2020-03,07,2020-03-07
24031,2020-03-07 00:00:00,-0.093,11.433155080213904,2020,03,2020-03,07,2020-03-07
24033,2020-03-07 00:00:00,0.00281,-0.5316666666666667,2020,03,2020-03,07,2020-03-07
24037,2020-03-07 00:00:00,0.0277,-0.5644654088050315,2020,03,2020-03,07,2020-03-07
51013,2020-03-07 00:00:00,-0.304,4.857418111753372,2020,03,2020-03,07,2020-03-07
51059,2020-03-07 00:00:00,0.0333,-1.8201970443349755,2020,03,2020-03,07,2020-03-07
51061,2020-03-07 00:00:00,-0.278,0.7055214723926382,2020,03,2020-03,07,2020-03-07
51107,2020-03-07 00:00:00,0.0563,-5.139705882352942,2020,03,2020-03,07,2020-03-07
51153,2020-03-07 00:00:00,0.0642,-2.263779527559055,2020,03,2020-03,07,2020-03-07
51187,2020-03-07 00:00:00,0.0399,-1.462877030162413,2020,03,2020-03,07,2020-03-07
51510,2020-03-07 00:00:00,0.126,-0.6170212765957447,2020,03,2020-03,07,2020-03-07
51610,2020-03-07 00:00:00,-0.0964,-0.1617391304347826,2020,03,2020-03,07,2020-03-07
51683,2020-03-07 00:00:00,-0.0377,-0.8066666666666666,2020,03,2020-03,07,2020-03-07
11001,2020-03-14 00:00:00,-0.364,-31.082644628099175,2020,03,2020-03,14,2020-03-14
24009,2020-03-14 00:00:00,-0.168,0.8961625282167045,2020,03,2020-03,14,2020-03-14
24017,2020-03-14 00:00:00,-0.274,-3.0296296296296297,2020,03,2020-03,14,2020-03-14
24021,2020-03-14 00:00:00,-0.105,-3.74869109947644,2020,03,2020-03,14,2020-03-14
24031,2020-03-14 00:00:00,-0.159,55.98924731182796,2020,03,2020-03,14,2020-03-14
24033,2020-03-14 00:00:00,-0.0679,1.2939189189189189,2020,03,2020-03,14,2020-03-14
24037,2020-03-14 00:00:00,0.0438,-0.562,2020,03,2020-03,14,2020-03-14
51013,2020-03-14 00:00:00,-0.37,0.4230769230769229,2020,03,2020-03,14,2020-03-14
51059,2020-03-14 00:00:00,-0.14800000000000002,-17.069489685124868,2020,03,2020-03,14,2020-03-14
51061,2020-03-14 00:00:00,-0.267,0.14592274678111594,2020,03,2020-03,14,2020-03-14
51107,2020-03-14 00:00:00,-0.0831,28.157894736842103,2020,03,2020-03,14,2020-03-14
51153,2020-03-14 00:00:00,-0.146,-3.2461538461538457,2020,03,2020-03,14,2020-03-14
51187,2020-03-14 00:00:00,-0.13,-0.6476964769647696,2020,03,2020-03,14,2020-03-14
51510,2020-03-14 00:00:00,-0.0812,-1.2218579234972677,2020,03,2020-03,14,2020-03-14
51610,2020-03-14 00:00:00,-0.39,4.803571428571429,2020,03,2020-03,14,2020-03-14
51683,2020-03-14 00:00:00,-0.262,-2.1644444444444444,2020,03,2020-03,14,2020-03-14
11001,2020-03-21 00:00:00,-0.545,39.67164179104478,2020,03,2020-03,21,2020-03-21
24009,2020-03-21 00:00:00,-0.264,-14.678756476683938,2020,03,2020-03,21,2020-03-21
24017,2020-03-21 00:00:00,-0.458,-11.200445434298441,2020,03,2020-03,21,2020-03-21
24021,2020-03-21 00:00:00,-0.322,-18.037037037037038,2020,03,2020-03,21,2020-03-21
24031,2020-03-21 00:00:00,-0.341,-5.251870324189527,2020,03,2020-03,21,2020-03-21
24033,2020-03-21 00:00:00,-0.244,109.40723981900452,2020,03,2020-03,21,2020-03-21
24037,2020-03-21 00:00:00,0.0257,-0.8984189723320158,2020,03,2020-03,21,2020-03-21
51013,2020-03-21 00:00:00,-0.7190000000000001,3.1560693641618505,2020,03,2020-03,21,2020-03-21
51059,2020-03-21 00:00:00,-0.316,-5.046094750320102,2020,03,2020-03,21,2020-03-21
51061,2020-03-21 00:00:00,-0.313,0.7784090909090908,2020,03,2020-03,21,2020-03-21
51107,2020-03-21 00:00:00,-0.353,-8.40041928721174,2020,03,2020-03,21,2020-03-21
51153,2020-03-21 00:00:00,-0.198,-3.761506276150628,2020,03,2020-03,21,2020-03-21
51187,2020-03-21 00:00:00,-0.435,0.9863013698630136,2020,03,2020-03,21,2020-03-21
51510,2020-03-21 00:00:00,-0.429,8.069767441860465,2020,03,2020-03,21,2020-03-21
51610,2020-03-21 00:00:00,-0.544,4.3861386138613865,2020,03,2020-03,21,2020-03-21
51683,2020-03-21 00:00:00,-0.284,1.2362204724409445,2020,03,2020-03,21,2020-03-21
11001,2020-03-28 00:00:00,-0.75,3.0983606557377046,2020,03,2020-03,28,2020-03-28
24009,2020-03-28 00:00:00,-0.48,5.906474820143884,2020,03,2020-03,28,2020-03-28
24017,2020-03-28 00:00:00,-0.564,1.9841269841269837,2020,03,2020-03,28,2020-03-28
24021,2020-03-28 00:00:00,-0.51,3.903846153846154,2020,03,2020-03,28,2020-03-28
24031,2020-03-28 00:00:00,-0.505,5.203931203931204,2020,03,2020-03,28,2020-03-28
24033,2020-03-28 00:00:00,-0.467,4.44924154025671,2020,03,2020-03,28,2020-03-28
24037,2020-03-28 00:00:00,-0.314,-10.968253968253968,2020,03,2020-03,28,2020-03-28
51013,2020-03-28 00:00:00,-0.674,0.8516483516483517,2020,03,2020-03,28,2020-03-28
51059,2020-03-28 00:00:00,-0.43,6.388316151202749,2020,03,2020-03,28,2020-03-28
51061,2020-03-28 00:00:00,-0.38,0.6740088105726871,2020,03,2020-03,28,2020-03-28
51107,2020-03-28 00:00:00,-0.44,1.5433526011560694,2020,03,2020-03,28,2020-03-28
51153,2020-03-28 00:00:00,-0.43,1.3888888888888888,2020,03,2020-03,28,2020-03-28
51187,2020-03-28 00:00:00,-0.489,0.888030888030888,2020,03,2020-03,28,2020-03-28
51510,2020-03-28 00:00:00,-0.563,3.614754098360655,2020,03,2020-03,28,2020-03-28
51610,2020-03-28 00:00:00,-0.6759999999999999,2.6739130434782608,2020,03,2020-03,28,2020-03-28
51683,2020-03-28 00:00:00,-0.424,1.0682926829268293,2020,03,2020-03,28,2020-03-28
11001,2020-04-04 00:00:00,-0.794,7.464818763326226,2020,04,2020-04,04,2020-04-04
24009,2020-04-04 00:00:00,-0.434,-18.86008230452675,2020,04,2020-04,04,2020-04-04
24017,2020-04-04 00:00:00,-0.637,6.372685185185185,2020,04,2020-04,04,2020-04-04
24021,2020-04-04 00:00:00,-0.498,-16.417956656346746,2020,04,2020-04,04,2020-04-04
24031,2020-04-04 00:00:00,-0.555,4.967741935483872,2020,04,2020-04,04,2020-04-04
24033,2020-04-04 00:00:00,-0.418,-149.7544483985765,2020,04,2020-04,04,2020-04-04
24037,2020-04-04 00:00:00,-0.309,-12.155234657039712,2020,04,2020-04,04,2020-04-04
51013,2020-04-04 00:00:00,-0.726,1.388157894736842,2020,04,2020-04,04,2020-04-04
51059,2020-04-04 00:00:00,-0.402,-13.072072072072071,2020,04,2020-04,04,2020-04-04
51061,2020-04-04 00:00:00,-0.458,0.6474820143884892,2020,04,2020-04,04,2020-04-04
51107,2020-04-04 00:00:00,-0.459,-9.152753108348135,2020,04,2020-04,04,2020-04-04
51153,2020-04-04 00:00:00,-0.534,-9.317757009345796,2020,04,2020-04,04,2020-04-04
51187,2020-04-04 00:00:00,-0.355,-9.897243107769423,2020,04,2020-04,04,2020-04-04
51510,2020-04-04 00:00:00,-0.383,-4.0396825396825395,2020,04,2020-04,04,2020-04-04
51610,2020-04-04 00:00:00,-0.551,4.715767634854772,2020,04,2020-04,04,2020-04-04
51683,2020-04-04 00:00:00,-0.523,12.87267904509284,2020,04,2020-04,04,2020-04-04
11001,2020-04-11 00:00:00,-0.664,0.8241758241758244,2020,04,2020-04,11,2020-04-11
24009,2020-04-11 00:00:00,-0.284,0.6904761904761902,2020,04,2020-04,11,2020-04-11
24017,2020-04-11 00:00:00,-0.623,1.273722627737226,2020,04,2020-04,11,2020-04-11
24021,2020-04-11 00:00:00,-0.501,3.7714285714285714,2020,04,2020-04,11,2020-04-11
24031,2020-04-11 00:00:00,-0.5820000000000001,2.6603773584905666,2020,04,2020-04,11,2020-04-11
24033,2020-04-11 00:00:00,-0.472,5.951399116347569,2020,04,2020-04,11,2020-04-11
24037,2020-04-11 00:00:00,-0.27,-7.164383561643836,2020,04,2020-04,11,2020-04-11
51013,2020-04-11 00:00:00,-0.6809999999999999,0.8405405405405404,2020,04,2020-04,11,2020-04-11
51059,2020-04-11 00:00:00,-0.463,2.128378378378378,2020,04,2020-04,11,2020-04-11
51061,2020-04-11 00:00:00,-0.474,0.7752808988764044,2020,04,2020-04,11,2020-04-11
51107,2020-04-11 00:00:00,-0.473,4.69193742478941,2020,04,2020-04,11,2020-04-11
51153,2020-04-11 00:00:00,-0.485,2.3219178082191783,2020,04,2020-04,11,2020-04-11
51187,2020-04-11 00:00:00,-0.493,2.792307692307692,2020,04,2020-04,11,2020-04-11
51510,2020-04-11 00:00:00,-0.446,4.492610837438424,2020,04,2020-04,11,2020-04-11
51610,2020-04-11 00:00:00,-0.685,0.7564102564102564,2020,04,2020-04,11,2020-04-11
51683,2020-04-11 00:00:00,-0.546,1.0839694656488552,2020,04,2020-04,11,2020-04-11
11001,2020-04-18 00:00:00,-0.657,0.20550458715596331,2020,04,2020-04,18,2020-04-18
24009,2020-04-18 00:00:00,-0.456,0.7272727272727273,2020,04,2020-04,18,2020-04-18
24017,2020-04-18 00:00:00,-0.532,0.16157205240174677,2020,04,2020-04,18,2020-04-18
24021,2020-04-18 00:00:00,-0.514,0.5962732919254659,2020,04,2020-04,18,2020-04-18
24031,2020-04-18 00:00:00,-0.515,0.5102639296187683,2020,04,2020-04,18,2020-04-18
24033,2020-04-18 00:00:00,-0.444,0.819672131147541,2020,04,2020-04,18,2020-04-18
24037,2020-04-18 00:00:00,-0.292,-12.361867704280154,2020,04,2020-04,18,2020-04-18
51013,2020-04-18 00:00:00,-0.721,0.0027816411682890507,2020,04,2020-04,18,2020-04-18
51059,2020-04-18 00:00:00,-0.383,0.21202531645569622,2020,04,2020-04,18,2020-04-18
51061,2020-04-18 00:00:00,-0.479,0.5303514376996805,2020,04,2020-04,18,2020-04-18
51107,2020-04-18 00:00:00,-0.442,0.2521246458923514,2020,04,2020-04,18,2020-04-18
51153,2020-04-18 00:00:00,-0.443,1.2373737373737375,2020,04,2020-04,18,2020-04-18
51187,2020-04-18 00:00:00,-0.454,0.04367816091954024,2020,04,2020-04,18,2020-04-18
51510,2020-04-18 00:00:00,-0.414,-0.034965034965035,2020,04,2020-04,18,2020-04-18
51610,2020-04-18 00:00:00,-0.64,0.17647058823529416,2020,04,2020-04,18,2020-04-18
51683,2020-04-18 00:00:00,-0.416,0.46478873239436624,2020,04,2020-04,18,2020-04-18
11001,2020-04-25 00:00:00,-0.634,-0.15466666666666662,2020,04,2020-04,25,2020-04-25
24009,2020-04-25 00:00:00,-0.41,-0.14583333333333337,2020,04,2020-04,25,2020-04-25
24017,2020-04-25 00:00:00,-0.551,-0.023049645390070705,2020,04,2020-04,25,2020-04-25
24021,2020-04-25 00:00:00,-0.477,-0.06470588235294128,2020,04,2020-04,25,2020-04-25
24031,2020-04-25 00:00:00,-0.5479999999999999,0.085148514851485,2020,04,2020-04,25,2020-04-25
24033,2020-04-25 00:00:00,-0.433,-0.07280513918629561,2020,04,2020-04,25,2020-04-25
24037,2020-04-25 00:00:00,-0.275,-0.12420382165605093,2020,04,2020-04,25,2020-04-25
51013,2020-04-25 00:00:00,-0.7070000000000001,0.04896142433234418,2020,04,2020-04,25,2020-04-25
51059,2020-04-25 00:00:00,-0.3720000000000001,-0.13488372093023226,2020,04,2020-04,25,2020-04-25
51061,2020-04-25 00:00:00,-0.4320000000000001,0.1368421052631581,2020,04,2020-04,25,2020-04-25
51107,2020-04-25 00:00:00,-0.394,-0.1045454545454545,2020,04,2020-04,25,2020-04-25
51153,2020-04-25 00:00:00,-0.443,0.03023255813953485,2020,04,2020-04,25,2020-04-25
51187,2020-04-25 00:00:00,-0.383,-0.21676891615541916,2020,04,2020-04,25,2020-04-25
51510,2020-04-25 00:00:00,-0.431,-0.23445825932504438,2020,04,2020-04,25,2020-04-25
51610,2020-04-25 00:00:00,-0.634,-0.06213017751479277,2020,04,2020-04,25,2020-04-25
51683,2020-04-25 00:00:00,-0.524,0.23584905660377364,2020,04,2020-04,25,2020-04-25
11001,2020-05-02 00:00:00,-0.644,-0.18891687657430734,2020,05,2020-05,02,2020-05-02
24009,2020-05-02 00:00:00,-0.4270000000000001,-0.01612903225806428,2020,05,2020-05,02,2020-05-02
24017,2020-05-02 00:00:00,-0.578,-0.09262166405023553,2020,05,2020-05,02,2020-05-02
24021,2020-05-02 00:00:00,-0.502,0.008032128514056325,2020,05,2020-05,02,2020-05-02
24031,2020-05-02 00:00:00,-0.52,-0.06306306306306309,2020,05,2020-05,02,2020-05-02
24033,2020-05-02 00:00:00,-0.476,0.13875598086124397,2020,05,2020-05,02,2020-05-02
24037,2020-05-02 00:00:00,-0.337,0.09061488673139162,2020,05,2020-05,02,2020-05-02
51013,2020-05-02 00:00:00,-0.652,-0.1019283746556473,2020,05,2020-05,02,2020-05-02
51059,2020-05-02 00:00:00,-0.415,0.03233830845771135,2020,05,2020-05,02,2020-05-02
51061,2020-05-02 00:00:00,-0.396,-0.1353711790393013,2020,05,2020-05,02,2020-05-02
51107,2020-05-02 00:00:00,-0.441,-0.03921568627450989,2020,05,2020-05,02,2020-05-02
51153,2020-05-02 00:00:00,-0.405,-0.2415730337078652,2020,05,2020-05,02,2020-05-02
51187,2020-05-02 00:00:00,-0.34700000000000003,-0.022535211267605493,2020,05,2020-05,02,2020-05-02
51510,2020-05-02 00:00:00,-0.396,0.03394255874673635,2020,05,2020-05,02,2020-05-02
51610,2020-05-02 00:00:00,-0.54,-0.019963702359346636,2020,05,2020-05,02,2020-05-02
51683,2020-05-02 00:00:00,-0.493,-0.0573613766730402,2020,05,2020-05,02,2020-05-02
11001,2020-05-09 00:00:00,-0.638,-0.03915662650602414,2020,05,2020-05,09,2020-05-09
24009,2020-05-09 00:00:00,-0.47,0.6549295774647887,2020,05,2020-05,09,2020-05-09
24017,2020-05-09 00:00:00,-0.461,-0.2600321027287319,2020,05,2020-05,09,2020-05-09
24021,2020-05-09 00:00:00,-0.439,-0.12375249500998009,2020,05,2020-05,09,2020-05-09
24031,2020-05-09 00:00:00,-0.484,-0.1683848797250861,2020,05,2020-05,09,2020-05-09
24033,2020-05-09 00:00:00,-0.279,-0.4088983050847457,2020,05,2020-05,09,2020-05-09
24037,2020-05-09 00:00:00,-0.26,-0.03703703703703709,2020,05,2020-05,09,2020-05-09
51013,2020-05-09 00:00:00,-0.6559999999999999,-0.03671071953010285,2020,05,2020-05,09,2020-05-09
51059,2020-05-09 00:00:00,-0.359,-0.2246220302375811,2020,05,2020-05,09,2020-05-09
51061,2020-05-09 00:00:00,-0.3670000000000001,-0.22573839662447237,2020,05,2020-05,09,2020-05-09
51107,2020-05-09 00:00:00,-0.422,-0.10782241014799154,2020,05,2020-05,09,2020-05-09
51153,2020-05-09 00:00:00,-0.371,-0.23505154639175252,2020,05,2020-05,09,2020-05-09
51187,2020-05-09 00:00:00,-0.469,-0.0486815415821501,2020,05,2020-05,09,2020-05-09
51510,2020-05-09 00:00:00,-0.322,-0.27802690582959644,2020,05,2020-05,09,2020-05-09
51610,2020-05-09 00:00:00,-0.7709999999999999,0.12554744525547412,2020,05,2020-05,09,2020-05-09
51683,2020-05-09 00:00:00,-0.477,-0.12637362637362648,2020,05,2020-05,09,2020-05-09
11001,2020-05-16 00:00:00,-0.634,-0.03500761035007616,2020,05,2020-05,16,2020-05-16
24009,2020-05-16 00:00:00,-0.34600000000000003,-0.24122807017543857,2020,05,2020-05,16,2020-05-16
24017,2020-05-16 00:00:00,-0.459,-0.13721804511278202,2020,05,2020-05,16,2020-05-16
24021,2020-05-16 00:00:00,-0.4370000000000001,-0.14980544747081692,2020,05,2020-05,16,2020-05-16
