median_listing_price,active_listing_count,netinflow
699990.0,17.0,34.0
759900.0,18.0,29.0
767900.0,22.0,9.0
729990.0,19.0,25.0
822500.0,15.0,26.0
690000.0,15.0,12.0
642450.0,14.0,4.0
764900.0,17.0,-2.0
766400.0,22.0,41.0
769900.0,16.0,-2.0
779900.0,11.0,-1.0
911898.5,7.0,25.0
774500.0,8.0,2.0
874950.0,8.0,12.0
923900.0,11.0,11.0
900000.0,17.0,-5.0
923900.0,19.0,-7.0
906950.0,19.0,-21.0
923900.0,19.0,14.0
925000.0,17.0,23.0
944900.0,13.0,3.0
939400.0,12.0,22.0
475000.0,54.0,0.0
477449.5,49.0,-30.0
484500.0,58.0,-28.0
506500.0,59.0,-3.0
489000.0,70.0,0.0
475000.0,70.0,15.0
457500.0,79.0,12.0
458500.0,88.0,2.0
457500.0,96.0,-22.0
448200.0,88.0,-18.0
452450.0,83.0,-9.0
425000.0,68.0,-5.0
437500.0,58.0,8.0
453000.0,61.0,12.0
462428.5714285714,72.0,-10.0
474928.0714285714,88.0,-32.0
482400.0,100.0,-32.0
525000.0,98.0,14.0
480950.0,97.0,8.0
474871.4285714286,88.0,-21.0
470171.4285714286,75.0,-7.0
487000.0,67.0,-5.0
465000.0,68.0,8.0
497450.0,47.0,-8.0
535750.0,38.0,-13.0
549000.0,33.0,-26.0
516200.0,40.0,20.0
570000.0,36.0,27.0
579000.0,39.0,-2.0
582500.0,31.0,21.0
592450.0,28.0,20.0
525000.0,28.0,46.0
581500.0,24.0,-23.0
579900.0,25.0,-14.0
749000.0,23.0,1.0
799000.0,22.0,18.0
799000.0,20.0,-6.0
600950.0,24.0,1.0
550000.0,19.0,-18.0
514950.0,23.0,36.0
550000.0,28.0,6.0
559000.0,32.0,43.0
544950.0,26.0,-10.0
582250.0,23.0,-4.0
559500.0,24.0,3.0
570000.0,23.0,-12.0
484900.0,20.0,3.0
487400.0,21.0,-13.0
509990.0,66.0,-21.0
519495.0,61.0,14.0
514990.0,66.0,10.0
520000.0,68.0,23.0
539450.0,71.0,-3.0
534900.0,79.0,38.0
542450.0,82.0,3.0
544950.0,80.0,21.0
530000.0,76.0,12.0
524990.0,76.0,30.0
518450.0,71.0,13.0
524990.0,68.0,15.0
524990.0,56.0,-2.0
527445.0,58.0,5.0
534237.1428571428,61.0,-10.0
536692.1428571428,64.0,25.0
521950.0,62.0,64.0
534900.0,75.0,-10.0
539450.0,68.0,33.0
539228.5714285715,62.0,9.0
541728.5714285714,61.0,7.0
534450.0,63.0,34.0
550000.0,51.0,22.0
577000.0,36.0,5.0
565450.0,35.0,17.0
546900.0,32.0,2.0
549900.0,43.0,34.0
569500.0,52.0,-4.0
584900.0,42.0,25.0
615000.0,35.0,57.0
585000.0,27.0,17.0
581000.0,26.0,18.0
559000.0,22.0,-17.0
529900.0,17.0,-11.0
538450.0,18.0,7.0
557000.0,14.0,22.0
565000.0,15.0,7.0
566500.0,12.0,25.0
569950.0,13.0,4.0
604999.5,16.0,13.0
650000.0,19.0,31.0
627950.0,26.0,18.0
595000.0,21.0,28.0
638450.0,22.0,9.0
552500.0,19.0,-7.0
639900.0,21.0,-17.0
599000.0,15.0,-12.0
619450.0,12.0,-14.0
469000.0,68.0,17.0
489450.0,60.0,0.0
467000.0,81.0,3.0
486950.0,96.0,7.0
467950.0,104.0,-8.0
459000.0,107.0,-19.0
474000.0,100.0,-33.0
479499.5,98.0,15.0
470000.0,102.0,-14.0
529000.0,105.0,-34.0
534995.0,96.0,33.0
509000.0,80.0,42.0
512497.5,64.0,-21.0
527000.0,72.0,27.0
537132.8571428572,85.0,43.0
538637.8571428572,103.0,-22.0
504450.0,110.0,-12.0
499900.0,104.0,-54.0
471950.0,98.0,-4.0
471328.5714285714,94.0,-3.0
479900.0,81.0,6.0
492450.0,76.0,16.0
489900.0,73.0,-83.0
479950.0,49.0,-21.0
481950.0,44.0,-27.0
614900.0,57.0,33.0
574500.0,68.0,-14.0
574900.0,70.0,-82.0
575000.0,72.0,-62.0
548000.0,80.0,-67.0
527499.5,76.0,-87.0
499500.0,70.0,0.0
484750.0,71.0,-18.0
470000.0,92.0,-24.0
482000.0,82.0,-59.0
488500.0,63.0,-145.0
474900.0,55.0,-46.0
459450.0,60.0,-86.0
434700.0,61.0,-52.0
432400.0,63.0,-47.0
439900.0,68.0,5.0
439900.0,76.0,-19.0
432200.0,78.0,20.0
460000.0,79.0,-25.0
427250.0,85.0,-11.0
434900.0,77.0,-47.0
445500.0,60.0,-27.0
525000.0,36.0,-30.0
349900.0,40.0,-8.0
442450.0,38.0,8.0
499500.0,49.0,24.0
579950.0,63.0,-57.0
577500.0,78.0,-10.0
589900.0,74.0,-50.0
459450.0,65.0,19.0
439950.0,70.0,-18.0
409950.0,69.0,47.0
439495.0,71.0,5.0
432495.0,58.0,-16.0
457999.0,43.0,-18.0
523950.0,27.0,12.0
519950.0,34.0,19.0
507081.4285714286,44.0,-19.0
469581.4285714286,55.0,30.0
564900.0,68.0,31.0
570000.0,70.0,3.0
557450.0,65.0,24.0
553857.1428571428,66.0,31.0
590857.1428571428,60.0,68.0
610000.0,61.0,-50.0
660000.0,59.0,-16.0
640000.0,40.0,31.0
619875.0,30.0,-27.0
659000.0,33.0,-62.0
537450.0,44.0,-12.0
474900.0,47.0,-32.0
675000.0,45.0,40.0
652900.0,46.0,-37.0
564500.0,36.0,-41.0
485000.0,34.0,18.0
447450.0,42.0,-40.0
434900.0,45.0,-85.0
449500.0,43.0,-8.0
429475.0,29.0,24.0
440000.0,18.0,-28.0
429950.0,16.0,-81.0
449450.0,23.0,-34.0
467000.0,36.0,-134.0
475000.0,37.0,-144.0
497500.0,43.0,-46.0
474950.0,53.0,-50.0
439450.0,54.0,-79.0
439999.5,46.0,-5.0
439900.0,45.0,-19.0
434450.0,31.0,-11.0
447000.0,15.0,-52.0
757450.0,18.0,-9.0
769000.0,23.0,-12.0
745000.0,35.0,18.0
684700.0,46.0,-8.0
694750.0,52.0,25.0
671900.0,51.0,10.0
696950.0,45.0,-9.0
642400.0,41.0,-26.0
579900.0,48.0,-7.0
627350.0,35.0,-7.0
612500.0,29.0,-6.0
669000.0,17.0,-21.0
654900.0,10.0,-5.0
662900.0,16.0,-28.0
628657.1428571428,27.0,6.0
595707.1428571428,33.0,29.0
654950.0,36.0,-13.0
765000.0,37.0,-15.0
627500.0,40.0,36.0
660000.0,34.0,4.0
700000.0,30.0,-31.0
674500.0,28.0,0.0
569900.0,18.0,-2.0
394000.0,4.0,-7.0
650000.0,8.0,-25.0
664950.0,7.0,-17.0
749450.0,16.0,-39.0
737450.0,19.0,-3.0
654000.0,22.0,12.0
786900.0,24.0,43.0
699400.0,24.0,-32.0
699900.0,20.0,-6.0
767400.0,22.0,-25.0
618900.0,24.0,0.0
416999.0,18.0,-12.0
414450.0,7.0,13.0
585000.0,2.0,18.0
529950.0,6.0,31.0
609950.0,7.0,-32.0
609950.0,9.0,-113.0
540000.0,16.0,-75.0
584850.0,14.0,-15.0
549000.0,21.0,-22.0
470000.0,22.0,-19.0
427000.0,21.0,-25.0
439000.0,18.0,13.0
532000.0,15.0,24.0
492500.0,6.0,-43.0
704450.0,23.0,9.0
775000.0,20.0,18.0
762500.0,19.0,8.0
750000.0,19.0,24.0
799900.0,25.0,29.0
834900.0,29.0,-4.0
834900.0,29.0,4.0
799000.0,29.0,5.0
779900.0,30.0,0.0
798950.0,28.0,9.0
769900.0,22.0,2.0
769900.0,18.0,11.0
807757.1428571428,18.0,7.0
810307.1428571428,15.0,-16.0
792400.0,19.0,17.0
754900.0,20.0,6.0
809900.0,21.0,9.0
820614.2857142857,21.0,-2.0
823114.2857142857,22.0,16.0
825000.0,23.0,14.0
834900.0,23.0,-14.0
850000.0,18.0,5.0
849000.0,16.0,-6.0
849900.0,16.0,11.0
889900.0,18.0,1.0
923450.0,20.0,5.0
909900.0,19.0,3.0
974900.0,16.0,14.0
1082450.0,13.0,6.0
1299999.0,10.0,2.0
1300000.0,9.0,16.0
1279000.0,4.0,3.0
1249000.0,3.0,14.0
1289500.0,2.0,8.0
1499000.0,3.0,-19.0
1266950.0,1.0,-2.0
1094000.0,3.0,-12.0
999990.0,5.0,19.0
962500.0,7.0,-17.0
999000.0,4.0,2.0
1149500.0,3.0,6.0
1274500.0,2.0,-1.0
979900.0,3.0,-17.0
1101950.0,2.0,15.0
980000.0,1.0,-2.0
319500.0,66.0,10.0
319990.0,69.0,15.0
319990.0,78.0,12.0
322400.0,70.0,16.0
316000.0,72.0,-20.0
328000.0,73.0,-26.0
325000.0,84.0,29.0
328950.0,91.0,9.0
329990.0,102.0,-27.0
329990.0,104.0,50.0
329945.0,109.0,31.0
335000.0,101.0,31.0
329500.0,99.0,-6.0
329950.0,87.0,12.0
332226.71428571426,85.0,18.0
336357.5,88.0,12.0
331603.0,87.0,17.0
339000.0,91.0,27.0
334950.0,101.0,-31.0
327800.0,102.0,14.0
325000.0,99.0,21.0
325000.0,100.0,45.0
320000.0,97.0,-7.0
323949.5,72.0,22.0
325000.0,68.0,39.0
325000.0,50.0,-2.0
341450.0,47.0,7.0
332450.0,42.0,11.0
325000.0,39.0,-20.0
334500.0,33.0,-14.0
332500.0,28.0,3.0
348500.0,23.0,-26.0
357394.5,20.0,3.0
369000.0,27.0,15.0
374950.0,19.0,-6.0
358750.0,18.0,40.0
375000.0,19.0,-52.0
365000.0,12.0,6.0
389949.5,17.0,-16.0
389950.0,24.0,-3.0
392000.0,23.0,-13.0
390000.0,20.0,30.0
387000.0,28.0,4.0
394200.0,47.0,-21.0
392495.0,39.0,32.0
419900.0,34.0,-13.0
419950.0,24.0,-10.0
417449.5,23.0,24.0
262500.0,85.0,-1.0
259950.0,81.0,-48.0
269950.0,74.0,-39.0
266500.0,76.0,-29.0
278700.0,75.0,54.0
289900.0,78.0,-61.0
289900.0,81.0,-13.0
282450.0,76.0,-7.0
289500.0,80.0,-22.0
284950.0,87.0,28.0
284900.0,80.0,-5.0
278900.0,75.0,6.0
276900.0,58.0,-20.0
282449.5,59.0,-59.0
290000.0,58.0,-38.0
289950.0,54.0,-41.0
299000.0,52.0,12.0
299999.0,59.0,-48.0
304950.0,71.0,-38.0
302795.71428571426,66.0,-25.0
300345.7142857143,62.0,-12.0
299449.5,69.0,-58.0
294900.0,74.0,10.0
292000.0,65.0,-43.0
279900.0,59.0,-5.0
280000.0,50.0,12.0
299995.0,35.0,-7.0
294950.0,31.0,26.0
294900.0,28.0,13.0
309950.0,22.0,-33.0
294950.0,17.0,-56.0
309000.0,23.0,-46.0
302499.5,17.0,-42.0
320000.0,13.0,-42.0
304000.0,10.0,-10.0
292500.0,12.0,-55.0
299999.0,11.0,-37.0
312700.5,13.0,-19.0
325500.0,16.0,-41.0
323500.0,15.0,-27.0
339900.0,19.0,-40.0
347250.0,18.0,-80.0
336500.0,34.0,-18.0
349495.0,34.0,-53.0
347750.0,30.0,11.0
345000.0,42.0,-54.0
330000.0,35.0,-49.0
332500.0,24.0,-12.0
349900.0,62.0,23.0
355000.0,55.0,35.0
349900.0,62.0,2.0
344949.5,62.0,-11.0
350000.0,79.0,8.0
324000.0,86.0,-19.0
335250.0,102.0,0.0
319000.0,110.0,29.0
320000.0,101.0,7.0
317500.0,103.0,-36.0
335000.0,92.0,-8.0
305000.0,72.0,12.0
307450.0,76.0,-29.0
323250.0,69.0,17.0
331428.14285714284,67.0,20.0
337177.64285714284,68.0,-11.0
349900.0,77.0,43.0
365000.0,88.0,-1.0
367425.0,99.0,13.0
351657.14285714284,89.0,18.0
353707.14285714284,81.0,-28.0
364900.0,73.0,12.0
374900.0,76.0,17.0
379900.0,70.0,-27.0
359500.0,51.0,17.0
364900.0,44.0,44.0
372450.0,45.0,34.0
372449.5,36.0,33.0
369900.0,33.0,-6.0
406995.0,31.0,31.0
404995.0,31.0,23.0
390000.0,25.0,44.0
404995.0,28.0,16.0
372723.0,23.0,31.0
387495.0,18.0,-24.0
396000.0,12.0,33.0
375900.0,17.0,67.0
384900.0,11.0,-7.0
384900.0,13.0,19.0
407000.0,16.0,71.0
415000.0,26.0,47.0
415000.0,33.0,-4.0
390000.0,42.0,0.0
391000.0,49.0,1.0
399950.0,45.0,-34.0
415000.0,40.0,18.0
417000.0,34.0,-24.0
462500.0,23.0,12.0
419695.0,59.0,8.0
386900.0,55.0,20.0
386900.0,59.0,1.0
388400.0,55.0,-1.0
393400.0,58.0,28.0
399900.0,62.0,3.0
413700.0,63.0,48.0
402400.0,74.0,-2.0
386900.0,76.0,11.0
409945.0,58.0,13.0
406150.0,50.0,18.0
424900.0,48.0,18.0
424900.0,47.0,14.0
425150.0,32.0,17.0
432228.5714285714,27.0,30.0
428528.5714285714,31.0,-3.0
417500.0,33.0,9.0
439999.0,46.0,17.0
426000.0,40.0,-4.0
426528.5714285714,45.0,-20.0
425900.0,49.0,16.0
424999.0,45.0,-10.0
419900.0,42.0,-5.0
417000.0,33.0,15.0
412000.0,28.0,-8.0
425000.0,23.0,-2.0
434450.0,23.0,7.0
442000.0,22.0,39.0
465000.0,18.0,15.0
492450.0,22.0,8.0
499000.0,24.0,41.0
479900.0,25.0,48.0
458600.0,19.0,-6.0
465000.0,21.0,-3.0
499900.0,21.0,12.0
457950.0,16.0,-7.0
415000.0,7.0,26.0
482450.0,6.0,2.0
427499.5,9.0,19.0
497000.0,6.0,21.0
490000.0,8.0,19.0
438950.0,7.0,32.0
470000.0,11.0,-4.0
525000.0,10.0,31.0
413500.0,14.0,-13.0
475000.0,10.0,26.0
542950.0,13.0,-1.0
544995.0,13.0,11.0
350566.0,73.0,3.0
345501.0,63.0,32.0
339990.0,68.0,10.0
378149.5,73.0,18.0
417450.0,71.0,50.0
439000.0,67.0,15.0
385000.0,71.0,14.0
380000.0,71.0,42.0
389000.0,72.0,35.0
382000.0,70.0,25.0
379000.0,66.0,17.0
350000.0,57.0,22.0
349949.5,55.0,17.0
394950.0,55.0,14.0
437427.5714285714,46.0,14.0
434427.5714285714,49.0,16.0
450000.0,57.0,35.0
475000.0,59.0,25.0
444500.0,66.0,15.0
435800.0,73.0,1.0
437000.0,71.0,58.0
433450.0,72.0,62.0
439000.0,68.0,7.0
429950.0,54.0,44.0
460649.5,49.0,39.0
539990.0,47.0,31.0
539990.0,45.0,31.0
521750.0,44.0,25.0
499000.0,43.0,47.0
497099.5,39.0,54.0
474950.0,27.0,50.0
445000.0,26.0,61.0
458750.0,24.0,97.0
439999.0,25.0,35.0
439999.0,23.0,12.0
489599.5,23.0,64.0
494299.0,25.0,78.0
509649.5,20.0,44.0
509649.5,12.0,46.0
545000.0,10.0,56.0
479000.0,15.0,28.0
492149.5,21.0,26.0
495149.5,23.0,31.0
525000.0,23.0,34.0
537500.0,28.0,43.0
525000.0,24.0,40.0
568905.0,17.0,32.0
521450.0,17.0,17.0
322450.0,16.0,-7.0
329950.0,13.0,12.0
300000.0,21.0,-2.0
310500.0,20.0,-7.0
320149.5,20.0,2.0
315000.0,28.0,-1.0
299990.0,30.0,-12.0
292449.5,30.0,-7.0
284900.0,27.0,4.0
277400.0,31.0,-14.0
275000.0,26.0,9.0
280000.0,25.0,5.0
299499.5,30.0,-7.0
327499.5,24.0,-7.0
327457.14285714284,23.0,-36.0
307499.5,23.0,-11.0
299900.0,24.0,-42.0
289900.0,25.0,17.0
299450.0,33.0,-7.0
299428.14285714284,34.0,3.0
299990.0,32.0,29.0
289950.0,29.0,8.0
279900.0,26.0,-2.0
311449.5,25.0,7.0
315000.0,20.0,-6.0
285000.0,20.0,-4.0
297375.0,18.0,5.0
343995.0,18.0,-15.0
374990.0,16.0,-5.0
425495.0,18.0,25.0
380000.0,12.0,18.0
410000.0,5.0,-10.0
359900.0,6.0,4.0
389900.0,8.0,-1.0
334950.0,9.0,-9.0
469990.0,6.0,22.0
469990.0,6.0,35.0
522000.0,4.0,0.0
409950.0,9.0,19.0
509450.0,7.0,9.0
375000.0,10.0,17.0
390000.0,8.0,-18.0
356999.5,9.0,0.0
374950.0,14.0,0.0
454500.0,16.0,-4.0
370000.0,14.0,-9.0
369900.0,17.0,-5.0
404950.0,11.0,-8.0
262400.0,99.0,2.0
264500.0,100.0,23.0
269900.0,90.0,-1.0
269700.0,90.0,8.0
277450.0,92.0,20.0
279000.0,97.0,24.0
274900.0,105.0,17.0
279000.0,94.0,-11.0
269900.0,86.0,10.0
272400.0,77.0,10.0
299900.0,65.0,19.0
292205.0,62.0,-10.0
288490.0,60.0,-1.0
272450.0,61.0,2.0
278514.2857142857,61.0,19.0
289999.5,67.0,-3.0
269450.0,75.0,35.0
279000.0,76.0,1.0
281500.0,78.0,16.0
283671.4285714286,72.0,10.0
289950.0,63.0,-16.0
309040.0,66.0,50.0
299000.0,70.0,1.0
326200.0,59.0,-25.0
331945.0,55.0,-4.0
310000.0,56.0,-2.0
330695.0,54.0,34.0
377400.0,51.0,2.0
357900.0,51.0,-24.0
357345.0,46.0,22.0
325695.0,33.0,31.0
326390.0,29.0,28.0
327577.5,29.0,-5.0
308900.0,42.0,2.0
297900.0,37.0,69.0
297900.0,30.0,37.0
297900.0,27.0,40.0
297740.0,16.0,10.0
304195.0,14.0,27.0
316202.5,14.0,11.0
345000.0,19.0,19.0
362500.0,27.0,-6.0
379570.0,27.0,-35.0
372777.5,30.0,5.0
375000.0,33.0,24.0
369900.0,25.0,-12.0
362500.0,22.0,2.0
379245.0,21.0,-26.0
292400.0,20.0,-45.0
245000.0,24.0,6.0
236806.0,26.0,-10.0
230903.0,24.0,-39.0
214900.0,20.0,-16.0
219800.0,22.0,-26.0
240950.0,34.0,4.0
247500.0,30.0,-12.0
249900.0,26.0,1.0
232450.0,23.0,-22.0
239450.0,24.0,-13.0
239900.0,28.0,-21.0
239900.0,23.0,-16.0
249999.0,24.0,-14.0
262814.2857142857,25.0,5.0
262814.2857142857,20.0,-9.0
264999.5,17.0,-4.0
254900.0,16.0,3.0
249900.0,16.0,-21.0
249900.0,17.0,-30.0
249900.0,19.0,-18.0
249900.0,16.0,-6.0
245000.0,18.0,-3.0
257500.0,14.0,-17.0
295000.0,13.0,-28.0
245000.0,10.0,33.0
294900.0,10.0,11.0
239450.0,9.0,0.0
259900.0,7.0,-11.0
292500.0,7.0,-4.0
344450.0,9.0,-23.0
335000.0,4.0,1.0
308450.0,6.0,8.0
297000.0,4.0,7.0
301000.0,7.0,0.0
296950.0,4.0,-12.0
299000.0,2.0,-19.0
297450.0,0.0,6.0
307450.0,3.0,-1.0
321450.0,2.0,-17.0
315000.0,4.0,-40.0
309000.0,5.0,-14.0
304950.0,5.0,-18.0
314500.0,8.0,-22.0
349450.0,9.0,-3.0
344900.0,10.0,-9.0
282450.0,8.0,1.0
295000.0,6.0,-7.0
359900.0,29.0,-30.0
380000.0,30.0,-13.0
399500.0,32.0,9.0
399900.0,38.0,2.0
394700.0,44.0,28.0
399500.0,42.0,-4.0
398000.0,46.0,7.0
392250.0,46.0,11.0
414900.0,48.0,-11.0
407200.0,49.0,-10.0
395000.0,48.0,6.0
365000.0,41.0,-8.0
351450.0,43.0,-5.0
349990.0,43.0,8.0
379951.4285714286,50.0,-5.0
419900.0,54.0,22.0
425000.0,54.0,3.0
427900.0,57.0,23.0
420000.0,57.0,6.0
424242.85714285716,52.0,28.0
434692.85714285716,50.0,14.0
449950.0,45.0,12.0
449900.0,40.0,14.0
450000.0,38.0,15.0
437450.0,30.0,-2.0
425000.0,30.0,-8.0
437445.0,29.0,15.0
449895.0,22.0,12.0
430000.0,19.0,2.0
427565.0,20.0,14.0
430000.0,19.0,-14.0
525000.0,14.0,12.0
450000.0,11.0,18.0
449000.0,11.0,-8.0
449950.0,10.0,-7.0
407000.0,10.0,-12.0
410000.0,5.0,9.0
342450.0,7.0,-20.0
275000.0,7.0,14.0
312000.0,6.0,2.0
495000.0,16.0,3.0
515450.0,14.0,10.0
487450.0,14.0,9.0
442450.0,14.0,41.0
417500.0,12.0,3.0
389900.0,11.0,-6.0
372400.0,9.0,3.0
374450.0,13.0,-26.0
446400.0,72.0,7.0
449900.0,72.0,1.0
458950.0,74.0,3.0
462425.0,77.0,16.0
458950.0,76.0,-5.0
451500.0,80.0,-4.0
444950.0,82.0,14.0
446950.0,79.0,15.0
444900.0,72.0,16.0
449900.0,71.0,5.0
449900.0,70.0,26.0
444900.0,69.0,-10.0
443080.0,56.0,17.0
442425.0,44.0,5.0
451328.5714285714,50.0,15.0
459900.0,62.0,-1.0
462200.0,62.0,15.0
449900.0,56.0,15.0
445000.0,56.0,22.0
444950.0,55.0,-2.0
444950.0,51.0,17.0
444950.0,52.0,3.0
449900.0,49.0,-3.0
471225.0,37.0,17.0
459900.0,37.0,3.0
445000.0,43.0,-2.0
453000.0,47.0,6.0
449950.0,46.0,16.0
485000.0,39.0,25.0
497450.0,35.0,19.0
500200.0,27.0,25.0
516900.0,24.0,14.0
515500.0,22.0,1.0
515500.0,24.0,-10.0
504500.0,19.0,3.0
504250.0,19.0,6.0
515500.0,18.0,4.0
494950.0,20.0,12.0
499160.0,17.0,16.0
515500.0,20.0,31.0
515500.0,17.0,18.0
509580.0,17.0,7.0
545000.0,20.0,6.0
520000.0,25.0,-1.0
549500.0,27.0,11.0
559900.0,25.0,1.0
569450.0,29.0,-3.0
581900.0,27.0,-3.0
524900.0,57.0,7.0
529900.0,56.0,15.0
525900.0,67.0,-4.0
519450.0,76.0,-6.0
518900.0,92.0,22.0
512900.0,99.0,3.0
517900.0,93.0,22.0
515400.0,89.0,-27.0
512900.0,89.0,7.0
516400.0,89.0,45.0
502900.0,80.0,10.0
503900.0,71.0,10.0
499400.0,57.0,11.0
501900.0,52.0,-2.0
510652.85714285716,53.0,6.0
523192.85714285716,59.0,9.0
522449.5,69.0,17.0
506900.0,70.0,34.0
486200.0,72.0,11.0
514142.85714285716,71.0,16.0
527342.8571428572,71.0,6.0
535400.0,70.0,-4.0
536900.0,74.0,9.0
548150.0,62.0,4.0
537000.0,55.0,3.0
539000.0,37.0,6.0
545600.0,36.0,11.0
547400.0,37.0,28.0
543800.0,42.0,12.0
532200.0,34.0,-6.0
515000.0,26.0,27.0
529999.0,24.0,9.0
459894.0,21.0,13.0
499900.0,27.0,-7.0
494999.0,23.0,25.0
522000.0,22.0,9.0
484900.0,17.0,-5.0
487500.0,13.0,22.0
527450.0,14.0,28.0
587450.0,12.0,30.0
620500.0,13.0,8.0
627450.0,16.0,22.0
577472.5,20.0,-12.0
609450.0,17.0,9.0
612445.0,24.0,-8.0
610000.0,24.0,-3.0
599999.5,20.0,22.0
597450.0,12.0,20.0
170000.0,46.0,-4.0
174500.0,42.0,1.0
179000.0,45.0,-12.0
220506.5,45.0,-2.0
223056.5,45.0,22.0
221500.0,43.0,22.0
235700.0,38.0,-5.0
248900.0,39.0,-8.0
219000.0,37.0,-15.0
207400.0,38.0,-7.0
214900.0,35.0,5.0
219000.0,31.0,-11.0
232450.0,32.0,-15.0
222000.0,35.0,-3.0
238714.2857142857,29.0,-16.0
261714.2857142857,25.0,-14.0
207000.0,30.0,11.0
219900.0,37.0,6.0
272000.0,46.0,20.0
288285.2857142857,44.0,13.0
299450.0,42.0,11.0
299000.0,41.0,-12.0
227000.0,43.0,20.0
258000.0,37.0,-19.0
243700.0,28.0,6.0
239900.0,25.0,-17.0
227500.0,24.0,-18.0
170500.0,26.0,-16.0
171000.0,27.0,16.0
155000.0,21.0,-3.0
162450.0,23.0,-31.0
239900.0,15.0,4.0
239500.0,14.0,-3.0
250000.0,11.0,24.0
304999.5,9.0,-6.0
264949.5,8.0,24.0
285000.0,7.0,-8.0
277000.0,5.0,8.0
292450.0,6.0,-9.0
295000.0,8.0,-6.0
339900.0,10.0,3.0
333950.0,13.0,4.0
297450.0,10.0,0.0
377500.0,9.0,33.0
334450.0,13.0,-4.0
389900.0,17.0,5.0
379900.0,14.0,-5.0
357450.0,12.0,5.0
399900.0,90.0,-17.0
399900.0,91.0,-16.0
399999.0,97.0,-24.0
409000.0,108.0,-1.0
399900.0,116.0,20.0
379950.0,128.0,15.0
379925.0,132.0,-9.0
379900.0,114.0,13.0
379900.0,110.0,15.0
372400.0,114.0,0.0
374900.0,115.0,-22.0
375000.0,105.0,-8.0
370949.5,102.0,8.0
351500.0,100.0,5.0
366657.1428571429,100.0,61.0
384000.0,98.0,30.0
412400.0,96.0,37.0
399999.0,106.0,28.0
379500.0,118.0,36.0
379385.7142857143,133.0,35.0
379835.7142857143,131.0,27.0
387450.0,119.0,16.0
385000.0,124.0,33.0
394000.0,100.0,7.0
398950.0,87.0,2.0
380000.0,79.0,25.0
375838.5,81.0,71.0
373900.0,79.0,57.0
384900.0,78.0,37.0
382400.0,66.0,16.0
414450.0,58.0,66.0
370100.0,45.0,76.0
347900.0,44.0,36.0
390000.0,41.0,47.0
414500.0,44.0,20.0
449450.0,40.0,40.0
449000.0,34.0,31.0
436950.0,28.0,18.0
456400.0,28.0,1.0
424500.0,31.0,-19.0
425000.0,35.0,19.0
449500.0,42.0,17.0
452200.0,46.0,-7.0
424500.0,39.0,13.0
416500.0,40.0,-4.0
399900.0,41.0,43.0
422500.0,38.0,62.0
430000.0,37.0,29.0
360000.0,55.0,-16.0
378450.0,52.0,-18.0
385900.0,59.0,12.0
385400.0,68.0,20.0
384900.0,84.0,25.0
383900.0,90.0,26.0
383200.0,86.0,17.0
374900.0,84.0,9.0
382900.0,73.0,12.0
369950.0,79.0,12.0
374900.0,81.0,31.0
349900.0,70.0,10.0
360750.0,63.0,-4.0
371900.0,53.0,13.0
369328.5714285714,51.0,27.0
382900.0,52.0,42.0
387900.0,62.0,25.0
399000.0,63.0,18.0
397000.0,72.0,13.0
390942.85714285716,70.0,21.0
385942.85714285716,64.0,36.0
366900.0,63.0,15.0
364900.0,58.0,24.0
379950.0,54.0,-3.0
388950.0,48.0,15.0
389900.0,52.0,9.0
412450.0,58.0,43.0
419950.0,65.0,-4.0
415000.0,63.0,24.0
424500.0,37.0,0.0
415000.0,37.0,31.0
399999.0,25.0,66.0
425000.0,26.0,28.0
429900.0,20.0,16.0
394900.0,28.0,35.0
369950.0,24.0,32.0
370900.0,19.0,17.0
379900.0,14.0,-3.0
407400.0,15.0,8.0
393450.0,18.0,40.0
432000.0,18.0,27.0
452450.0,24.0,26.0
461850.0,24.0,32.0
466946.0,29.0,-25.0
503950.0,24.0,25.0
498500.0,23.0,10.0
475000.0,25.0,32.0
472950.0,24.0,23.0
249950.0,83.0,-27.0
229900.0,96.0,-51.0
244900.0,97.0,16.0
248445.0,97.0,14.0
242400.0,96.0,-4.0
239900.0,109.0,-57.0
239900.0,107.0,-44.0
244700.0,113.0,-40.0
244900.0,121.0,36.0
241850.0,129.0,-29.0
237450.0,110.0,-10.0
229900.0,99.0,-34.0
229950.0,90.0,-19.0
235000.0,89.0,-3.0
268857.14285714284,82.0,-25.0
308357.14285714284,73.0,-35.0
304900.0,74.0,7.0
279999.0,78.0,-4.0
268450.0,72.0,18.0
275857.14285714284,66.0,-11.0
283857.14285714284,60.0,-35.0
262000.0,73.0,-45.0
264900.0,62.0,-39.0
245000.0,53.0,-46.0
257750.0,48.0,-14.0
269000.0,53.0,5.0
250000.0,49.0,-62.0
249500.0,47.0,26.0
249900.0,41.0,-30.0
299900.0,38.0,-60.0
294700.0,29.0,-38.0
325000.0,29.0,-40.0
324950.0,33.0,-22.0
309999.0,34.0,-40.0
292499.5,34.0,-46.0
285000.0,29.0,-18.0
285000.0,27.0,0.0
280400.0,28.0,-12.0
285000.0,29.0,-50.0
319450.0,23.0,-17.0
329000.0,24.0,-43.0
315000.0,31.0,-26.0
294500.0,37.0,-28.0
305000.0,44.0,-34.0
310000.0,35.0,-56.0
299999.0,29.0,-19.0
317500.0,21.0,-56.0
304950.0,26.0,-42.0
